co_id,ticker_full,name,board,commodities,listing_date,status,covers_listing,first_price_date,last_price_date,trading_days,milestones_filled,consolidated,split_factor,n_splits,div_total,vol_base,mcap_30jun2026,px_base,px_d7,px_d30,px_d90,px_d180,px_d365,px_d730,px_d1095,px_d1825,px_d2555,px_d3650,px_d5475,px_latest,ret_d7,ret_d30,ret_d90,ret_d180,ret_d365,ret_d730,ret_d1095,ret_d1825,ret_d2555,ret_d3650,ret_d5475,ret_latest
V-04696,LVX.V,Leviathan Metals Corp.,TSXV,Gold,2021-02-10,ok,True,2021-02-11,2026-08-25,1389.0,8.0,True,0.2,1.0,0.0,165496.0,80217512.16,3.23,2.75,2.25,2.075,1.275,0.6,0.325,0.11,0.78,,,,0.5,-0.1486,-0.3034,-0.3576,-0.6053,-0.8142,-0.8994,-0.9659,-0.7585,,,,-0.8452
V-01754,LIB.V,Libertystream Infrastructure Partners Inc.,TSXV,Lithium,,no listing date,,2018-01-02,2026-08-25,2171.0,,,,,,,209090566.45,,,,,,,,,,,,,0.76,,,,,,,,,,,,
V-04991,LIFT.V,Li-FT Power Ltd.,TSXV,Lithium,2023-11-01,ok,True,2022-06-29,2026-08-25,1043.0,6.0,False,1.0,0.0,0.0,33860.0,385904075.65,6.822,6.42,5.65,5.5,3.35,3.45,3.26,,,,,,2.78,-0.0589,-0.1718,-0.1938,-0.5089,-0.4943,-0.5221,,,,,,-0.5925
V-02515,LMG.V,Lincoln Gold Mining Inc.,TSXV,Gold | Silver,2009-08-21,ok,True,2009-08-26,2026-08-24,4264.0,11.0,True,0.001,3.0,0.0,0.0,9565088.67,300.0,300.0,220.0,190.0,270.0,190.0,150.0,40.0,13.0,12.0,2.0,0.26,0.48,0.0,-0.2667,-0.3667,-0.1,-0.3667,-0.5,-0.8667,-0.9567,-0.96,-0.9933,-0.9991,-0.9984
V-02184,LIO.V,Lion One Metals Limited,TSXV,Gold,2011-01-31,ok,True,2006-09-11,2026-08-25,5008.0,11.0,False,1.0,0.0,0.0,14240.0,54385343.325,1.646,1.6,1.9,1.3,1.32,1.1,0.77,0.3,0.37,0.58,1.51,0.36,0.185,-0.0279,0.1543,-0.2102,-0.1981,-0.3317,-0.5322,-0.8177,-0.7752,-0.6476,-0.0826,-0.7813,-0.8876
V-01084,ROAR.V,Lion Rock Resources Inc.,TSXV,Gold | Copper,,no listing date,,2002-04-23,2026-08-25,6112.0,,,,,,,28387357.67,,,,,,,,,,,,,0.23,,,,,,,,,,,,
V-5036,LAF.V,Lithium Africa Corp.,TSXV,Lithium,2026-02-19,ok,True,2026-02-19,2026-08-25,130.0,4.0,False,1.0,0.0,0.0,14162.0,34969643.8,1.896,2.36,2.2,1.8,1.45,,,,,,,,1.5,0.2447,0.1603,-0.0506,-0.2352,,,,,,,,-0.2089
V-03725,LITH.V,Lithium Chile Inc.,TSXV,Lithium,2013-06-10,no price near listing,False,2018-01-02,2026-08-25,2171.0,3.0,False,1.016,1.0,0.0,,125065106.88,,,,,,,,,1.0039,0.2756,0.8563,,0.43,,,,,,,,,,,,
V-04721,LTH.V,Lithium Ionic Corp.,TSXV,Lithium,2022-05-24,ok,True,2021-04-12,2026-08-25,1349.0,7.0,True,0.614,1.0,0.0,1574820.0,147975906.75,1.094,1.24,0.99,1.18,1.77,2.58,1.04,0.61,,,,,0.655,0.1335,-0.0951,0.0786,0.6179,1.3583,-0.0494,-0.4424,,,,,-0.4013
V-04872,LBNK.V,LithiumBank Resources Corp.,TSXV,Lithium,2022-04-01,ok,True,2022-04-01,2026-08-25,1104.0,7.0,False,1.0,0.0,0.0,423295.0,29916890.52,1.63,1.57,1.1,0.9,0.69,1.24,0.86,0.34,,,,,0.6,-0.0368,-0.3252,-0.4479,-0.5767,-0.2393,-0.4724,-0.7914,,,,,-0.6319
V-01872,LOD.V,Lode Gold Resources Inc.,TSXV,Gold | Copper,,no listing date,,1996-07-31,2026-08-25,7554.0,,,,,,,17570753.778,,,,,,,,,,,,,0.435,,,,,,,,,,,,
V-04158,LSTR.V,Lodestar Metals Corp.,TSXV,Lithium,2021-03-05,ok,True,2021-03-05,2026-08-25,1374.0,8.0,True,0.5,1.0,0.0,75850.0,3606277.36,1.524,1.7,1.26,1.58,0.82,0.34,0.19,0.05,0.165,,,,0.075,0.1155,-0.1732,0.0367,-0.4619,-0.7769,-0.8753,-0.9672,-0.8917,,,,-0.9508
V-01150,LMR.V,Lomiko Metals Inc.,TSXV,Lithium,,no listing date,,1998-06-03,2026-08-25,7152.0,,,,,,,6803433.575,,,,,,,,,,,,,0.12,,,,,,,,,,,,
V-00749,LA.V,Los Andes Copper Limited,TSXV,Copper,,no listing date,,2004-05-10,2026-08-25,5597.0,,,,,,,371699431.13,,,,,,,,,,,,,13.18,,,,,,,,,,,,
V-01809,LUCA.V,Luca Mining Corp.,TSXV,Gold | Silver,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,267012727.41,,,,,,,,,,,,,1.12,,,,,,,,,,,,
V-02988,LKY.V,Lucky Minerals Inc.,TSXV,Gold | Copper,2009-06-15,no price near listing,False,2013-03-20,2026-08-24,3370.0,4.0,True,0.0133,2.0,0.0,,1011271.35,,,,,,,,,15.7895,4.1353,4.1353,0.05,0.005,,,,,,,,,,,,
V-04239,LPK.V,Lupaka Gold Corp.,TSXV,Gold,2015-02-18,ok,True,2011-06-28,2026-08-25,3804.0,10.0,True,0.1,1.0,0.0,6398.0,7910085.48,1.2,1.2,1.1,1.2,0.7,0.9,1.9,2.1,0.1,0.5,0.05,,0.3,0.0,-0.0833,0.0,-0.4167,-0.25,0.5833,0.75,-0.9167,-0.5833,-0.9583,,-0.75
V-04116,LXM.V,Lux Metals Corp.,TSXV,Nickel,2013-04-10,ok,True,2013-04-12,2026-08-25,3355.0,10.0,True,0.005,3.0,0.0,47.0,11151256.32,28.2,28.0,2.6,11.0,15.0,12.0,9.0,11.0,5.4,1.3,0.095,,0.21,-0.0071,-0.9078,-0.6099,-0.4681,-0.5745,-0.6809,-0.6099,-0.8085,-0.9539,-0.9966,,-0.9926
V-5065,LUXR.V,Luxor Metals Ltd.,TSXV,Gold,2025-05-30,ok,True,2025-05-30,2026-08-24,310.0,5.0,False,1.0,0.0,0.0,44546.0,2791099.2,0.187,0.22,0.2,0.25,0.18,0.185,,,,,,,0.165,0.1765,0.0695,0.3369,-0.0374,-0.0107,,,,,,,-0.1176
V-02708,MT.V,M3 Metals Corp.,TSXV,Lithium,2010-08-20,ok,True,2008-01-14,2026-08-24,4671.0,11.0,True,0.0025,3.0,0.0,2.0,4109889.6,68.0,68.0,100.0,120.0,460.0,152.0,140.0,40.0,2.0,12.0,1.3,0.21,0.26,0.0,0.4706,0.7647,5.7647,1.2353,1.0588,-0.4118,-0.9706,-0.8235,-0.9809,-0.9969,-0.9962
V-04523,MACK.V,Mackay Gold & Silver Corp.,TSXV,Gold | Silver,2026-04-24,ok,True,2026-04-24,2026-08-25,85.0,3.0,False,1.0,0.0,0.0,59574.0,291439408.2,2.98,2.54,2.5,2.86,,,,,,,,,3.08,-0.1477,-0.1611,-0.0403,,,,,,,,,0.0336
V-01257,MDM.V,Madoro Metals Corp.,TSXV,Zinc,,no listing date,,1996-08-08,2026-08-24,7548.0,,,,,,,1400950.74,,,,,,,,,,,,,0.06,,,,,,,,,,,,
V-03088,MGMA.V,Magma Silver Corp.,TSXV,Gold | Silver,2010-02-17,ok,True,2010-02-24,2026-08-25,4141.0,11.0,True,0.0003,4.0,0.0,0.0,12125506.1,992.0,880.0,960.0,672.0,640.0,768.0,320.0,144.0,160.0,37.6,1.6,0.125,0.125,-0.1129,-0.0323,-0.3226,-0.3548,-0.2258,-0.6774,-0.8548,-0.8387,-0.9621,-0.9984,-0.9999,-0.9999
V-01396,MTT.V,Magna Terra Minerals Inc.,TSXV,Gold | Copper,2020-08-14,ok,True,1996-08-06,2026-08-25,7554.0,8.0,True,0.1429,1.0,0.0,41520.0,16253612.7,0.344,0.33,0.27,0.24,0.2,0.15,0.07,0.02,0.09,,,,0.19,-0.0407,-0.2151,-0.3023,-0.4186,-0.564,-0.7965,-0.9419,-0.7384,,,,-0.4477
V-01204,MJS.V,Majestic Gold Corp.,TSXV,Gold,,no listing date,,1997-01-10,2026-08-25,7443.0,,,,,,,104266438.1,,,,,,,,,,,,,0.105,,,,,,,,,,,,
V-02395,MKO.V,Mako Mining Corp.,TSXV,Gold,2018-11-14,ok,True,2006-11-27,2026-08-25,4955.0,9.0,True,0.1,1.0,0.0,3148.0,913507868.21,1.86,1.6,1.9,1.4,1.3,1.9,3.4,4.2,2.02,7.92,,,15.32,-0.1398,0.0215,-0.2473,-0.3011,0.0215,0.828,1.2581,0.086,3.2581,,,7.2366
V-03773,MTH.V,Mammoth Resources Corp.,TSXV,Gold,2011-12-28,no price near listing,False,2012-08-02,2026-08-24,3527.0,6.0,True,0.25,1.0,0.0,,3196707.99,,,,,,0.42,0.14,0.06,0.08,0.055,0.105,,0.03,,,,,,,,,,,,
V-02863,MN.V,Manganese X Energy Corp.,TSXV,Copper | Nickel,2010-12-13,no price near listing,False,2011-02-02,2026-08-24,3904.0,9.0,True,0.01,2.0,0.0,,26817325.04,,,,16.0,10.0,9.0,7.0,2.0,0.1,0.14,0.2,0.11,0.1,,,,,,,,,,,,
V-00936,MANU.V,Manhattan Uranium Discovery Corp.,TSXV,Gold,2020-12-31,ok,True,2007-07-30,2026-08-25,4785.0,8.0,True,0.01,2.0,0.0,7686.0,38528181.3,50.4,51.0,40.0,31.0,32.0,17.0,3.0,1.1,0.3,,,,0.26,0.0119,-0.2063,-0.3849,-0.3651,-0.6627,-0.9405,-0.9782,-0.994,,,,-0.9948
V-03831,MGM.V,Maple Gold Mines Ltd.,TSXV,Gold,2011-08-09,no price near listing,False,2012-08-02,2026-08-25,3528.0,7.0,True,0.1,1.0,0.0,,203143449.3,,,,,,2.3,0.9,0.45,3.65,1.25,3.6,2.74,2.9,,,,,,,,,,,,
V-03859,MASS.V,Masivo Silver Corp.,TSXV,Gold | Silver,2013-10-03,no price near listing,False,2014-07-02,2026-08-25,3049.0,6.0,True,0.2,1.0,0.0,,7356980.5,,,,,,1.2,0.725,1.75,0.275,0.175,0.095,,0.07,,,,,,,,,,,,
V-01231,MCM.V,"Matachewan Consolidated Mines, Limited",TSXV,Gold,,no data,,,,,,,,,,,4229957.75,,,,,,,,,,,,,,,,,,,,,,,,,
V-01175,MAX.V,MAX Resource Corp.,TSXV,Silver | Copper,,no listing date,,2002-02-27,2026-08-25,6151.0,,,,,,,13876833.75,,,,,,,,,,,,,0.21,,,,,,,,,,,,
V-04701,MFG.V,Mayfair Gold Corp.,TSXV,Gold,2021-03-22,ok,True,2021-03-22,2026-08-25,1363.0,8.0,True,0.5,1.0,0.0,366010.0,234313351.04,3.974,3.6,3.9,3.04,1.56,2.52,3.32,4.2,3.94,,,,4.4,-0.0941,-0.0186,-0.235,-0.6074,-0.3659,-0.1646,0.0569,-0.0086,,,,0.1072
V-01259,MKR.V,Melkior Resources Inc.,TSXV,Gold | Copper,,no listing date,,1996-08-06,2026-08-24,7553.0,,,,,,,6246025.2,,,,,,,,,,,,,0.12,,,,,,,,,,,,
V-04723,MERG.V,Metal Energy Corp.,TSXV,Copper | Nickel,2021-11-29,ok,True,2021-11-29,2026-08-25,1189.0,7.0,True,0.2,1.0,0.0,68526.0,33577346.88,0.92,0.825,0.775,0.7,0.475,0.3,0.2,0.2,,,,,1.04,-0.1033,-0.1576,-0.2391,-0.4837,-0.6739,-0.7826,-0.7826,,,,,0.1304
V-04609,MLO.V,Metalero Mining Corp.,TSXV,Gold | Silver | Copper,2020-09-10,ok,True,2020-09-10,2026-08-25,1495.0,8.0,True,0.1333,2.0,0.0,1811.0,5242545.0,4.77,3.75,3.6,3.0,2.25,2.1,0.6,0.15,0.17,,,,0.145,-0.2138,-0.2453,-0.3711,-0.5283,-0.5597,-0.8742,-0.9686,-0.9644,,,,-0.9696
V-01269,MTX.V,Metalex Ventures Ltd.,TSXV,Gold | Diamond,,no listing date,,1998-10-14,2026-08-25,7000.0,,,,,,,4146718.77,,,,,,,,,,,,,0.015,,,,,,,,,,,,
V-04409,MTA.V,Metalla Royalty & Streaming Ltd.,TSXV,Gold | Silver | Copper | Nickel | Molybdenum,2018-02-02,no price near listing,False,2018-03-22,2026-08-25,2114.0,7.0,True,0.25,1.0,0.154,,1008247401.98,,,,3.0938,3.0627,4.1216,8.443,14.0598,6.8856,4.18,,,15.8,,,,,,,,,,,,
V-03775,MMG.V,Metallic Minerals Corp.,TSXV,Gold | Silver,2011-05-19,ok,True,2011-05-19,2026-08-25,3831.0,11.0,True,0.1,1.0,0.0,6156.0,40144420.012,3.98,3.8,4.5,5.3,4.0,1.6,0.2,0.2,0.2,0.31,0.6,0.3,0.245,-0.0452,0.1307,0.3317,0.005,-0.598,-0.9497,-0.9497,-0.9497,-0.9221,-0.8492,-0.9246,-0.9384
V-02627,MTS.V,Metallis Resources Inc.,TSXV,Silver,2009-05-04,no price near listing,False,2012-01-03,2026-08-25,3676.0,5.0,False,1.0,0.0,0.0,,12089025.39,,,,,,,,0.065,0.14,0.13,0.5,0.085,0.135,,,,,,,,,,,,
V-00617,MQM.V,Metalquest Mining Inc.,TSXV,Iron,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,7337928.6,,,,,,,,,,,,,0.15,,,,,,,,,,,,
V-00632,MEK.V,Metals Creek Resources Corp.,TSXV,Gold,2008-01-28,ok,True,2007-09-05,2026-08-25,4761.0,11.0,True,0.1429,1.0,0.0,1140.0,13164077.63,2.38,1.4,2.59,1.54,1.4,0.7,1.26,1.89,0.42,0.21,0.08,0.04,0.055,-0.4118,0.0882,-0.3529,-0.4118,-0.7059,-0.4706,-0.2059,-0.8235,-0.9118,-0.9664,-0.9832,-0.9769
V-02841,MEX.V,Mexican Gold Mining Corp.,TSXV,Gold | Copper,2008-06-02,no price near listing,False,2026-07-17,2026-07-27,7.0,0.0,True,0.6,1.0,0.0,,6182495.85,,,,,,,,,,,,,0.32,,,,,,,,,,,,
V-5100,MMET.V,Miata Metals Corp.,TSXV,Gold,2026-04-23,ok,True,2023-08-01,2026-08-25,770.0,3.0,False,1.0,0.0,0.0,97695.0,40182671.36,0.596,0.55,0.55,0.455,,,,,,,,,0.77,-0.0772,-0.0772,-0.2366,,,,,,,,,0.2919
V-02479,MD.V,Midland Exploration Inc.,TSXV,Gold | Silver | Copper | Nickel | Platinum/PGM | Zinc,2007-03-02,ok,True,2007-03-02,2026-08-25,4889.0,11.0,False,1.0,0.0,0.0,235140.0,52417221.78,0.664,0.73,0.69,0.54,0.55,0.69,0.6,1.45,1.65,0.92,1.09,0.51,0.39,0.0994,0.0392,-0.1867,-0.1717,0.0392,-0.0964,1.1837,1.4849,0.3855,0.6416,-0.2319,-0.4127
V-02718,MMA.V,Midnight Sun Mining Corp.,TSXV,Copper,2010-05-12,no price near listing,False,2012-07-04,2026-08-25,3549.0,5.0,False,1.0,0.0,0.0,,134896251.38,,,,,,,,0.215,0.125,0.32,0.135,0.61,0.78,,,,,,,,,,,,
V-04291,MLP.V,Millennial Potash Corp.,TSXV,Potash,2020-11-10,ok,True,2018-01-02,2026-08-25,2171.0,8.0,False,1.0,0.0,0.0,8800.0,220478757.95,0.273,0.405,0.41,0.65,0.5,0.32,0.365,0.2,2.8,,,,2.77,0.4835,0.5018,1.381,0.8315,0.1722,0.337,-0.2674,9.2564,,,,9.1465
V-02465,MSC.V,Millennium Silver Corp.,TSXV,Gold | Silver | Lead | Zinc,2007-02-26,ok,True,2007-02-27,2026-08-25,4891.0,11.0,False,1.0,0.0,0.0,60680.0,10915175.625,0.34,0.36,0.27,0.26,0.2,0.23,0.06,0.09,0.11,0.04,0.05,0.01,0.025,0.0588,-0.2059,-0.2353,-0.4118,-0.3235,-0.8235,-0.7353,-0.6765,-0.8824,-0.8529,-0.9706,-0.9265
V-03086,MGG.V,Minaurum Silver Inc.,TSXV,Gold | Silver | Copper,2010-02-25,ok,True,2010-02-25,2026-08-25,4140.0,11.0,False,1.0,0.0,0.0,138020.0,166833266.18,0.662,0.72,0.75,0.72,0.68,0.73,0.45,0.16,0.09,0.2,0.51,0.24,0.4,0.0876,0.1329,0.0876,0.0272,0.1027,-0.3202,-0.7583,-0.864,-0.6979,-0.2296,-0.6375,-0.3958
V-04343,MMM.V,Minco Capital Corp.,TSXV,Gold,2017-05-01,ok,True,1998-01-23,2026-08-24,7181.0,9.0,False,1.0,0.0,0.0,26980.0,4965226.315,0.194,0.19,0.19,0.19,0.17,0.13,0.12,0.11,0.08,0.05,,,0.17,-0.0206,-0.0206,-0.0206,-0.1237,-0.3299,-0.3814,-0.433,-0.5876,-0.7423,,,-0.1237
V-02340,MAI.V,Mining Americas Inc.,TSXV,Gold,2010-05-11,no price near listing,False,2026-07-17,2026-07-17,1.0,0.0,False,1.0,0.0,0.0,,553044968.94,,,,,,,,,,,,,4.33,,,,,,,,,,,,
V-04788,MINK.V,Mink Ventures Corporation,TSXV,,2023-01-04,ok,True,2021-09-30,2026-08-25,1230.0,7.0,False,1.0,0.0,0.0,56500.0,4559202.56,0.114,0.13,0.2,0.19,0.155,0.15,0.065,0.13,,,,,0.11,0.1404,0.7544,0.6667,0.3596,0.3158,-0.4298,0.1404,,,,,-0.0351
V-03664,MCI.V,Minnova Corp.,TSXV,Gold,2010-11-04,ok,True,2010-11-04,2026-08-24,3965.0,11.0,True,0.1,1.0,0.0,5700.0,24287015.025,3.22,3.5,3.3,3.2,4.3,3.6,1.1,0.2,0.35,0.65,0.31,0.25,0.18,0.087,0.0248,-0.0062,0.3354,0.118,-0.6584,-0.9379,-0.8913,-0.7981,-0.9037,-0.9224,-0.9441
V-02888,MSR.V,Minsud Resources Corp.,TSXV,Gold | Copper,2011-05-25,no price near listing,False,2012-08-13,2026-08-25,3522.0,6.0,False,1.0,0.0,0.0,,84633707.5,,,,,,,0.04,0.055,0.07,0.075,0.065,0.5,0.55,,,,,,,,,,,,
V-01296,MRZ.V,Mirasol Resources Ltd.,TSXV,Gold | Silver | Copper,2005-05-04,no price near listing,False,2007-06-04,2026-08-25,4825.0,5.0,False,1.0,0.0,0.0,,27022142.645,,,,,,,,0.41,1.94,2.86,0.86,0.42,0.34,,,,,,,,,,,,
V-05028,MSG.V,Mithril Silver and Gold Limited,TSXV,Gold | Silver,2024-09-27,no price near listing,False,2024-10-28,2026-08-25,459.0,4.0,False,1.0,0.0,0.0,,42173495.55,,,0.75,0.44,0.39,0.61,,,,,,,0.25,,,,,,,,,,,,
V-02891,MKA.V,Mkango Resources Ltd.,TSXV,Nickel | Rare Earths,2011-01-06,no price near listing,False,2011-01-25,2026-08-25,3911.0,10.0,True,0.3333,1.0,0.0,,298344418.68,,,2.7,2.25,1.59,1.44,0.75,0.21,0.06,0.14,0.3,0.86,0.76,,,,,,,,,,,,
V-05016,MOG.V,Mogotes Metals Inc.,TSXV,Gold | Silver | Copper,2024-06-12,ok,True,2024-06-12,2026-08-25,553.0,6.0,False,1.0,0.0,0.0,253964.0,287877315.55,0.152,0.13,0.155,0.155,0.13,0.25,0.51,,,,,,0.54,-0.1447,0.0197,0.0197,-0.1447,0.6447,2.3553,,,,,,2.5526
V-01455,MMN.V,Monarca Minerals Inc.,TSXV,Gold | Silver,,no listing date,,2004-05-07,2026-08-24,5597.0,,,,,,,1265546.06,,,,,,,,,,,,,0.02,,,,,,,,,,,,
V-00443,MRZL.V,Mont Royal Resources Limited,TSXV,Rare Earths,,no listing date,,2001-08-24,2026-08-24,6277.0,,,,,,,26949031.76,,,,,,,,,,,,,0.11,,,,,,,,,,,,
V-03729,MON.V,Montero Mining and Exploration Ltd.,TSXV,Copper | Molybdenum,2011-02-15,no price near listing,False,2012-08-02,2026-08-24,3527.0,6.0,True,0.0208,2.0,1.8,,4845223.14,,,,,,,0.3877,0.0738,0.0738,0.1362,0.3554,0.77,0.66,,,,,,,,,,,,
V-01301,MMY.V,Monument Mining Limited,TSXV,Gold,2007-07-09,no price near listing,False,2008-02-13,2026-08-25,4650.0,7.0,False,1.0,0.0,0.02,,270050327.04,,,,,,0.3148,0.2361,0.2557,0.3738,0.2164,0.0787,0.0885,1.05,,,,,,,,,,,,
V-04718,MNRG.V,Monumental Energy Corp.,TSXV,Lithium,2021-04-30,ok,True,2021-05-04,2026-08-25,1333.0,8.0,False,1.0,0.0,0.0,36529.0,10137494.97,0.389,0.4,0.55,0.36,0.37,0.425,0.095,0.1,0.09,,,,0.095,0.0283,0.4139,-0.0746,-0.0488,0.0925,-0.7558,-0.7429,-0.7686,,,,-0.7558
V-04637,MOO.V,Moon River Moly Ltd.,TSXV,Molybdenum,2023-11-20,ok,True,2020-03-20,2026-08-25,1614.0,6.0,False,1.0,0.0,0.0,10602.0,28908106.92,0.54,0.67,1.12,1.6,0.7,0.46,0.85,,,,,,0.69,0.2407,1.0741,1.963,0.2963,-0.1481,0.5741,,,,,,0.2778
V-00228,MOX.V,Morien Resources Corp.,TSXV,Coal,2012-11-09,ok,True,2007-10-25,2026-08-25,4725.0,10.0,True,0.1274,1.0,0.046,12160.0,10832560.02,0.2605,0.2476,0.1834,0.1559,0.0734,0.1284,0.1743,0.1651,0.5686,0.3661,0.6738,,0.19,-0.0495,-0.296,-0.4015,-0.7182,-0.5071,-0.3309,-0.3662,1.1827,0.4054,1.5866,,-0.2706
V-04785,MCC.V,Morocco Strategic Minerals Corporation,TSXV,Gold | Lithium,2021-09-30,ok,True,2020-05-19,2026-08-25,1574.0,7.0,False,1.0,0.0,0.0,5424.0,28200000.0,0.228,0.22,0.2,0.135,0.105,0.055,0.06,0.08,,,,,0.175,-0.0351,-0.1228,-0.4079,-0.5395,-0.7588,-0.7368,-0.6491,,,,,-0.2325
V-03869,MUN.V,Mundoro Capital Inc.,TSXV,Gold | Copper,2011-09-30,ok,True,2004-05-07,2026-08-25,5598.0,10.0,False,1.0,0.0,0.0,10140.0,41640917.77,0.398,0.32,0.3,0.3,0.36,0.4,0.28,0.26,0.16,0.18,0.2,,0.395,-0.196,-0.2462,-0.2462,-0.0955,0.005,-0.2965,-0.3467,-0.598,-0.5477,-0.4975,,-0.0075
V-04419,MUR.V,Murchison Minerals Ltd.,TSXV,Copper | Nickel | Zinc,2018-03-22,ok,True,2005-01-07,2026-08-25,5431.0,9.0,True,0.05,1.0,0.0,185.0,5713054.875,3.78,4.4,3.6,2.7,1.8,1.6,1.8,1.6,1.8,0.3,,,0.21,0.164,-0.0476,-0.2857,-0.5238,-0.5767,-0.5238,-0.5767,-0.5238,-0.9206,,,-0.9444
V-04260,MMX.V,Mustang Minerals Limited,TSXV,Gold | Copper,2018-05-25,ok,True,2016-09-01,2026-08-25,2504.0,9.0,False,1.0,0.0,0.0,69520.0,6275467.125,1.208,1.16,0.86,0.53,0.425,0.295,0.12,0.14,0.08,0.04,,,0.075,-0.0397,-0.2881,-0.5613,-0.6482,-0.7558,-0.9007,-0.8841,-0.9338,-0.9669,,,-0.9379
V-04356,NMI.V,Namibia Critical Metals Inc.,TSXV,Gold | Copper | Nickel,2017-07-04,ok,True,2012-01-24,2026-08-25,3660.0,9.0,False,1.0,0.0,0.0,11640.0,51389091.38,0.064,0.06,0.06,0.05,0.04,0.34,0.13,0.19,0.14,0.05,,,0.195,-0.0625,-0.0625,-0.2188,-0.375,4.3125,1.0312,1.9688,1.1875,-0.2188,,,2.0469
V-5108,NAP.V,Napoleon Resources Inc.,TSXV,Gold,2026-06-18,ok,True,2026-06-19,2026-08-25,46.0,2.0,False,1.0,0.0,0.0,15947.0,2355000.0,0.166,0.18,0.2,,,,,,,,,,0.12,0.0843,0.2048,,,,,,,,,,-0.2771
V-05017,NRC.V,Nations Royalty Corp.,TSXV,Gold | Silver | Copper | Molybdenum,2024-06-21,ok,True,2024-06-21,2026-08-25,546.0,6.0,False,1.0,0.0,0.0,204780.0,130393735.08,0.87,0.89,0.82,0.8,0.55,0.55,0.88,,,,,,0.99,0.023,-0.0575,-0.0805,-0.3678,-0.3678,0.0115,,,,,,0.1379
V-04902,NTX.V,Neoterrex Minerals Inc.,TSXV,Gold | Copper | Zinc | Rare Earths | Lithium,2024-01-09,ok,True,2024-01-09,2026-08-25,661.0,6.0,False,1.0,0.0,0.0,122215.0,8285156.8,0.283,0.275,0.21,0.26,0.15,0.1,0.22,,,,,,0.11,-0.0283,-0.258,-0.0813,-0.47,-0.6466,-0.2226,,,,,,-0.6113
V-01692,NKG.V,Nevada King Gold Corp.,TSXV,Gold,2019-02-11,ok,True,2012-03-28,2026-08-25,3613.0,9.0,True,0.2,1.0,0.0,5640.0,70256839.1,3.25,3.25,3.55,3.4,2.6,1.9,2.95,1.75,1.85,1.0,,,0.89,0.0,0.0923,0.0462,-0.2,-0.4154,-0.0923,-0.4615,-0.4308,-0.6923,,,-0.7262
V-5037,NVLH.V,Nevada Lithium Resources Inc.,TSXV,Lithium,2024-12-31,ok,True,2021-09-30,2026-08-24,1229.0,5.0,False,1.0,0.0,0.0,453593.0,28534169.51,0.265,0.275,0.255,0.165,0.13,0.175,,,,,,,0.085,0.0377,-0.0377,-0.3774,-0.5094,-0.3396,,,,,,,-0.6792
V-02901,NEV.V,Nevada Sunrise Metals Corporation,TSXV,Gold | Copper | Lithium,2008-09-22,no price near listing,False,2009-01-15,2026-08-25,4419.0,8.0,True,0.1,1.0,0.0,,5681559.42,,,,,0.6,0.5,2.1,0.4,0.3,0.17,0.06,0.09,0.045,,,,,,,,,,,,
V-03955,NAU.V,Nevgold Corp.,TSXV,Gold | Silver,2021-06-29,ok,True,2012-10-18,2026-08-25,3476.0,8.0,False,1.0,0.0,0.0,72720.0,355442780.16,0.396,0.41,0.39,0.44,0.41,0.54,0.4,0.35,2.08,,,,1.58,0.0354,-0.0152,0.1111,0.0354,0.3636,0.0101,-0.1162,4.2525,,,,2.9899
V-04177,NAM.V,New Age Metals Inc.,TSXV,Nickel | Platinum/PGM | Lithium,2014-01-14,ok,True,1998-06-03,2026-08-25,7081.0,10.0,True,0.0833,2.0,0.0,5050.0,19358711.63,0.184,0.24,0.16,0.36,0.32,0.16,0.08,0.12,0.32,0.4,0.2,,0.25,0.3043,-0.1304,0.9565,0.7391,-0.1304,-0.5652,-0.3478,0.7391,1.1739,0.087,,0.3587
V-03718,NED.V,New Destiny Mining Corp.,TSXV,Silver,2011-01-11,no price near listing,False,2011-01-25,2026-08-25,3911.0,11.0,True,0.0625,1.0,0.0,,791198.415,,4.48,4.8,3.84,3.36,3.2,1.12,0.48,0.16,0.15,0.08,0.02,0.025,,,,,,,,,,,,
V-04399,ENRG.V,New Energy Metals Corp.,TSXV,Copper | Lithium,2018-01-25,no price near listing,False,2018-03-22,2026-08-24,2114.0,7.0,True,0.0016,3.0,0.0,,2078028.4,,,,448.0,67.2,64.0,0.4,1.0,3.1,0.275,,,0.3,,,,,,,,,,,,
V-04656,NFG.V,New Found Gold Corp.,TSXV,Gold,2020-08-11,ok,True,2020-08-11,2026-08-25,1516.0,8.0,False,1.0,0.0,0.0,2282640.0,841231119.81,1.546,1.62,2.27,4.01,3.46,9.14,5.29,5.96,2.17,,,,2.81,0.0479,0.4683,1.5938,1.238,4.912,2.4217,2.8551,0.4036,,,,0.8176
V-01172,NTB.V,New Tymbal Resources Ltd.,TSXV,Gold | Copper,,no listing date,,1996-08-08,2026-08-24,7547.0,,,,,,,358839.66,,,,,,,,,,,,,0.02,,,,,,,,,,,,
