co_id,ticker_full,name,board,commodities,listing_date,status,covers_listing,first_price_date,last_price_date,trading_days,milestones_filled,consolidated,split_factor,n_splits,div_total,vol_base,mcap_30jun2026,px_base,px_d7,px_d30,px_d90,px_d180,px_d365,px_d730,px_d1095,px_d1825,px_d2555,px_d3650,px_d5475,px_latest,ret_d7,ret_d30,ret_d90,ret_d180,ret_d365,ret_d730,ret_d1095,ret_d1825,ret_d2555,ret_d3650,ret_d5475,ret_latest
V-02723,GYA.V,Guyana Goldstrike Inc.,TSXV,,2008-01-30,no price near listing,False,2026-07-17,2026-07-17,1.0,0.0,False,1.0,0.0,0.0,,4750332.0,,,,,,,,,,,,,0.125,,,,,,,,,,,,
V-04560,HPM.V,Halcones Precious Metals Corp.,TSXV,Gold,2022-09-22,ok,True,2022-09-26,2026-08-25,983.0,7.0,False,1.0,0.0,0.0,8094.0,5719409.725,0.14,0.14,0.08,0.07,0.08,0.05,0.045,0.035,,,,,0.035,0.0,-0.4286,-0.5,-0.4286,-0.6429,-0.6786,-0.75,,,,,-0.75
V-00391,HAN.V,Hannan Metals Ltd.,TSXV,Gold | Silver | Copper,2005-09-15,no price near listing,False,2008-07-24,2026-08-25,4538.0,5.0,True,0.025,3.0,0.0,,95579459.58,,,,,,,,8.0,1.2,0.2,0.08,0.44,0.9,,,,,,,,,,,,
V-04556,HANS.V,Hanstone Gold Corp.,TSXV,Gold,2020-08-24,ok,True,2019-05-01,2026-08-24,1836.0,8.0,False,1.0,0.0,0.0,98760.0,1033862.5,0.508,0.51,0.5,0.62,0.52,0.4,0.13,0.09,0.025,,,,0.015,0.0039,-0.0157,0.2205,0.0236,-0.2126,-0.7441,-0.8228,-0.9508,,,,-0.9705
V-03754,HAR.V,Harfang Exploration Inc.,TSXV,Gold | Nickel | Platinum/PGM | Lithium,2017-06-30,ok,True,2011-03-10,2026-08-25,3880.0,9.0,True,0.116,2.0,0.0,31418.0,5021785.85,0.6272,0.6466,0.5712,0.5389,0.5281,0.5389,0.5712,0.6466,0.29,0.085,,,0.05,0.0309,-0.0893,-0.1408,-0.158,-0.1408,-0.0893,0.0309,-0.5376,-0.8645,,,-0.9203
V-02233,HVG.V,Harvest Gold Corp.,TSXV,Gold,2005-12-13,ok,True,2005-12-13,2026-08-25,5195.0,11.0,True,0.1,1.0,0.0,8130.0,5579090.595,1.34,1.8,1.6,1.4,2.0,1.6,2.5,0.4,1.0,1.1,0.2,0.16,0.045,0.3433,0.194,0.0448,0.4925,0.194,0.8657,-0.7015,-0.2537,-0.1791,-0.8507,-0.8806,-0.9664
V-00905,HAWK.V,Hawkeye Gold & Diamond Inc.,TSXV,Gold,,no listing date,,2007-10-25,2026-08-25,4726.0,,,,,,,689037.885,,,,,,,,,,,,,0.03,,,,,,,,,,,,
V-02895,HAY.V,Hayasa Metals Inc.,TSXV,Gold | Copper,2008-09-24,ok,True,2008-09-25,2026-08-24,4493.0,11.0,True,0.0056,4.0,0.0,43.0,5437435.425,43.2,36.0,37.8,10.8,18.0,16.2,36.0,14.4,3.6,0.6,1.4,0.1,0.08,-0.1667,-0.125,-0.75,-0.5833,-0.625,-0.1667,-0.6667,-0.9167,-0.9861,-0.9676,-0.9977,-0.9981
V-01669,HSTR.V,Heliostar Metals Ltd.,TSXV,Gold,,no listing date,,1998-06-03,2026-08-25,7091.0,,,,,,,497188665.5,,,,,,,,,,,,,2.35,,,,,,,,,,,,
V-03016,HHH.V,Helius Minerals Limited,TSXV,Gold | Copper,2011-12-20,no price near listing,False,2012-01-16,2026-08-25,3667.0,9.0,True,0.05,2.0,0.0,,244618014.36,,,6.2,7.0,3.2,2.4,1.0,0.2,0.4,0.2,0.15,,4.86,,,,,,,,,,,,
V-04479,BIG.V,Hercules Metals Corp.,TSXV,Silver | Copper,2021-03-24,ok,True,2021-03-24,2026-08-25,1361.0,8.0,False,1.0,0.0,0.0,280060.0,182503115.76,0.105,0.1,0.11,0.06,0.05,0.085,0.22,0.95,0.6,,,,1.33,-0.0476,0.0476,-0.4286,-0.5238,-0.1905,1.0952,8.0476,4.7143,,,,11.6667
V-02361,HI.V,Highland Copper Company Inc.,TSXV,Copper,2008-09-26,no price near listing,False,2012-07-04,2026-08-25,3549.0,4.0,True,0.2,1.0,0.0,,110728218.3,,,,,,,,,0.18,0.15,0.1,0.08,0.165,,,,,,,,,,,,
V-01934,HWY.V,Highway 50 Gold Corp.,TSXV,Gold | Silver | Lead | Zinc,2005-09-22,no price near listing,False,2007-12-20,2026-08-24,4685.0,5.0,True,0.5,1.0,0.0,,16922270.96,,,,,,,,0.94,1.0,0.46,0.2,0.42,0.45,,,,,,,,,,,,
V-04544,ESPN.V,Hispania Resources Inc.,TSXV,Copper | Zinc,2022-04-04,ok,True,2022-04-04,2026-08-24,1102.0,7.0,False,1.0,0.0,0.0,105166.0,6511100.635,0.142,0.125,0.15,0.1,0.105,0.13,0.16,0.035,,,,,0.06,-0.1197,0.0563,-0.2958,-0.2606,-0.0845,0.1268,-0.7535,,,,,-0.5775
V-01842,SHL.V,Homeland Nickel Inc.,TSXV,Gold | Silver | Copper,,no listing date,,2003-12-23,2026-08-25,5692.0,,,,,,,89787421.165,,,,,,,,,,,,,0.415,,,,,,,,,,,,
V-05008,HLU.V,Homeland Uranium Corp.,TSXV,Uranium,2025-03-12,ok,True,2025-03-12,2026-08-25,366.0,5.0,False,1.0,0.0,0.0,192960.0,13662154.44,0.265,0.245,0.21,0.33,0.425,0.32,,,,,,,0.11,-0.0755,-0.2075,0.2453,0.6038,0.2075,,,,,,,-0.5849
V-02202,HMR.V,Homerun Resources Inc.,TSXV,,,no listing date,,1996-08-08,2026-08-25,7626.0,,,,,,,47173303.85,,,,,,,,,,,,,0.465,,,,,,,,,,,,
V-01944,TUF.V,Honey Badger Silver Inc.,TSXV,Silver | Lead | Zinc,,no listing date,,1996-07-31,2026-08-25,7554.0,,,,,,,116704307.52,,,,,,,,,,,,,0.77,,,,,,,,,,,,
V-04834,HCH.V,Hot Chili Limited,TSXV,Gold | Copper,2022-01-04,ok,True,2022-01-04,2026-08-25,1166.0,7.0,False,1.0,0.0,0.0,17620.0,388184845.44,1.616,1.57,1.37,1.4,0.69,0.81,0.9,0.67,,,,,1.87,-0.0285,-0.1522,-0.1337,-0.573,-0.4988,-0.4431,-0.5854,,,,,0.1572
V-04714,IMC.V,Ibero Mining Corp.,TSXV,Gold | Copper,2021-04-21,ok,True,2021-04-21,2026-08-24,1341.0,8.0,False,1.0,0.0,0.0,124588.0,2381220.75,0.184,0.185,0.18,0.17,0.14,0.1,0.045,0.045,0.025,,,,0.025,0.0054,-0.0217,-0.0761,-0.2391,-0.4565,-0.7554,-0.7554,-0.8641,,,,-0.8641
V-00265,ICM.V,Iconic Minerals Ltd.,TSXV,Gold | Lithium,,no listing date,,2007-10-25,2026-08-25,4726.0,,,,,,,10216747.805,,,,,,,,,,,,,0.08,,,,,,,,,,,,
V-04942,IDEX.V,IDEX Metals Corp.,TSXV,Gold | Copper,2025-06-10,ok,True,2025-06-10,2026-08-25,304.0,5.0,False,1.0,0.0,0.0,139644.0,18657892.175,0.472,0.46,0.46,1.06,0.485,0.32,,,,,,,0.65,-0.0254,-0.0254,1.2458,0.0275,-0.322,,,,,,,0.3771
V-02960,IRI.V,IEMR Resources Inc.,TSXV,Copper,2010-07-02,no price near listing,False,2011-12-14,2026-08-24,3686.0,6.0,False,1.0,0.0,0.0,,948071.41,,,,,,,0.03,0.015,0.005,0.02,0.015,0.01,0.01,,,,,,,,,,,,
V-03771,ILC.V,ILC Critical Minerals Ltd.,TSXV,Lithium,2011-05-24,no price near listing,False,2012-01-03,2026-08-25,3676.0,7.0,False,1.0,0.0,0.0,,5448065.08,,,,,,0.09,0.02,0.045,0.265,0.08,0.07,0.02,0.02,,,,,,,,,,,,
V-01330,ILI.V,Imagine Lithium Inc.,TSXV,Lithium,2007-06-28,ok,True,2007-06-29,2026-08-25,4806.0,11.0,True,0.025,2.0,0.0,2446.0,5109420.45,14.4,15.6,16.0,13.6,9.2,16.0,3.2,0.8,2.8,1.6,0.16,0.07,0.015,0.0833,0.1111,-0.0556,-0.3611,0.1111,-0.7778,-0.9444,-0.8056,-0.8889,-0.9889,-0.9951,-0.999
V-00038,IMR.V,iMetal Resources Inc.,TSXV,Gold,,no listing date,,2004-02-10,2026-08-25,5660.0,,,,,,,4036106.8,,,,,,,,,,,,,0.185,,,,,,,,,,,,
V-00951,IPT.V,IMPACT Silver Corp.,TSXV,Silver,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,103111673.91,,,,,,,,,,,,,0.315,,,,,,,,,,,,
V-03917,IGO.V,Independence Gold Corp.,TSXV,Gold,2011-12-29,ok,True,2012-01-03,2026-08-25,3676.0,10.0,False,1.0,0.0,0.0,262140.0,26394785.2,0.39,0.38,0.345,0.23,0.175,0.195,0.11,0.075,0.165,0.04,0.095,,0.155,-0.0256,-0.1154,-0.4103,-0.5513,-0.5,-0.7179,-0.8077,-0.5769,-0.8974,-0.7564,,-0.6026
V-04428,IN.V,Infield Minerals Corp.,TSXV,Gold,2021-06-10,ok,True,2021-06-10,2026-08-25,1307.0,8.0,True,0.5,1.0,0.0,21270.0,4053670.005,0.73,0.6,0.34,0.24,0.11,0.08,0.04,0.04,0.06,,,,0.06,-0.1781,-0.5342,-0.6712,-0.8493,-0.8904,-0.9452,-0.9452,-0.9178,,,,-0.9178
V-04805,INFM.V,Infinico Metals Corp.,TSXV,Nickel,2021-11-22,ok,True,2021-11-24,2026-08-24,1191.0,7.0,True,0.0667,1.0,0.0,7749.0,732534.79,7.89,8.1,6.6,6.0,4.95,0.675,1.65,0.3,,,,,0.13,0.0266,-0.1635,-0.2395,-0.3726,-0.9144,-0.7909,-0.962,,,,,-0.9835
V-00210,INFI.V,Infinitum Copper Corp.,TSXV,Gold | Copper,2022-03-16,ok,True,2022-03-16,2026-08-24,1115.0,7.0,True,0.0625,2.0,0.0,1852.0,1041919.63,5.92,6.24,6.88,4.08,2.08,1.12,0.4,0.16,,,,,0.16,0.0541,0.1622,-0.3108,-0.6486,-0.8108,-0.9324,-0.973,,,,,-0.973
V-04171,MINE.V,Inomin Mines Inc.,TSXV,Gold | Silver | Copper | Nickel,2017-02-02,ok,True,2014-03-25,2026-08-25,3117.0,9.0,False,1.0,0.0,0.0,1000.0,5282137.94,0.066,0.06,0.055,0.07,0.055,0.1,0.03,0.035,0.105,0.06,,,0.105,-0.0909,-0.1667,0.0606,-0.1667,0.5152,-0.5455,-0.4697,0.5909,-0.0909,,,0.5909
V-04384,ITR.V,Integra Resources Corp.,TSXV,Gold | Silver,2017-11-07,ok,True,2017-11-08,2026-08-25,2207.0,9.0,True,0.16,2.0,0.0,9932.0,638734732.65,6.875,6.875,6.1875,8.375,5.8125,5.0,7.5,11.8,2.0,1.49,,,4.04,0.0,-0.1,0.2182,-0.1545,-0.2727,0.0909,0.7164,-0.7091,-0.7833,,,-0.4124
V-01223,ICON.V,International Iconic Gold Exploration Corp.,TSXV,Gold,2005-02-03,no price near listing,False,2026-07-17,2026-07-17,1.0,0.0,False,1.0,0.0,0.0,,904952.76,,,,,,,,,,,,,0.045,,,,,,,,,,,,
V-00378,IMM.V,International Metals Mining Corp.,TSXV,Gold | Copper | Lithium,,no listing date,,2001-06-26,2026-08-24,6352.0,,,,,,,1686878.475,,,,,,,,,,,,,0.06,,,,,,,,,,,,
V-03827,IZZ.V,International Prospect Ventures Ltd.,TSXV,Gold,2011-07-15,no price near listing,False,2017-11-22,2026-08-24,2195.0,3.0,False,1.0,0.0,0.0,,2552425.47,,,,,,,,,,0.24,0.17,0.035,0.06,,,,,,,,,,,,
V-00992,IRO.V,Inter-Rock Minerals Inc.,TSXV,,,no listing date,,2018-03-22,2026-08-24,2113.0,,,,,,,22573315.44,,,,,,,,,,,,,1.11,,,,,,,,,,,,
V-01147,INTR.V,Intrepid Metals Corp.,TSXV,Copper,2022-05-02,ok,True,1996-08-08,2026-08-25,7549.0,7.0,True,0.5,1.0,0.0,107870.0,88352913.935,0.364,0.32,0.38,0.26,0.28,0.38,0.82,0.43,,,,,0.85,-0.1209,0.044,-0.2857,-0.2308,0.044,1.2527,0.1813,,,,,1.3352
V-02607,IVS.V,Inventus Mining Corp.,TSXV,Gold,2007-09-05,ok,True,2007-09-06,2026-08-25,4760.0,11.0,True,0.5,1.0,0.0,2500.0,55260195.25,1.22,1.2,1.02,1.02,0.88,0.46,0.22,0.66,0.1,0.48,0.22,0.07,0.29,-0.0164,-0.1639,-0.1639,-0.2787,-0.623,-0.8197,-0.459,-0.918,-0.6066,-0.8197,-0.9426,-0.7623
V-01146,IZN.V,InZinc Mining Ltd.,TSXV,Silver | Copper | Lead | Zinc,,no listing date,,1999-04-15,2026-08-25,6873.0,,,,,,,7742052.12,,,,,,,,,,,,,0.06,,,,,,,,,,,,
V-04305,IFOS.V,Itafos Inc.,TSXV,Rare Earths,2016-07-12,ok,True,2009-12-30,2026-08-25,4179.0,10.0,True,0.01,1.0,0.22,0.0,476377847.1,2.7888,2.7888,2.7888,2.7888,2.0916,1.5339,2.0451,1.2829,1.6733,1.2922,2.42,,2.44,0.0,0.0,0.0,-0.25,-0.45,-0.2667,-0.54,-0.4,-0.5366,-0.1322,,-0.1251
V-04758,JTWO.V,J2 Metals Inc.,TSXV,Gold | Copper,2025-03-27,ok,True,2025-04-01,2026-08-25,352.0,5.0,False,1.0,0.0,0.0219,100.0,6660279.6,0.0498,0.0498,0.0859,0.0859,0.104,0.2262,,,,,,,0.15,0.0,0.7249,0.7249,1.0884,3.5422,,,,,,,2.012
V-04775,JJJJ.V,J4 Ventures Resources Corp.,TSXV,Gold | Copper,2025-12-30,ok,True,2021-08-30,2026-08-24,1251.0,4.0,False,1.0,0.0,0.0,0.0,2862300.0,0.03,0.03,0.17,0.14,0.145,,,,,,,,0.145,0.0,4.6667,3.6667,3.8333,,,,,,,,3.8333
V-01216,JADE.V,Jade Leader Corp.,TSXV,,,no listing date,,2007-10-25,2026-08-24,4724.0,,,,,,,1120609.395,,,,,,,,,,,,,0.02,,,,,,,,,,,,
V-01732,JG.V,Japan Gold Corp.,TSXV,Gold,2016-09-19,ok,True,2013-03-20,2026-08-25,3371.0,9.0,True,0.5,1.0,0.0,993440.0,29206944.875,0.794,0.67,0.4,0.285,0.31,0.34,0.085,0.36,0.28,0.095,,,0.06,-0.1562,-0.4962,-0.6411,-0.6096,-0.5718,-0.8929,-0.5466,-0.6474,-0.8804,,,-0.9244
V-01558,JDN.V,Jayden Resources Inc.,TSXV,Gold | Silver,2015-10-15,ok,True,1996-08-08,2026-08-24,7547.0,10.0,True,0.0333,2.0,0.0,0.0,1872571.2,1.26,1.2,1.2,0.9,1.5,5.7,6.6,3.3,2.1,1.6,0.5,,0.26,-0.0476,-0.0476,-0.2857,0.1905,3.5238,4.2381,1.619,0.6667,0.2698,-0.6032,,-0.7937
V-03129,JHC.V,Jinhua Capital Corporation,TSXV,,2023-08-11,ok,True,2010-05-18,2026-08-24,4082.0,7.0,True,0.05,2.0,0.0,3324.0,152597.975,0.82,0.4,0.35,0.5,0.35,0.05,0.025,0.025,,,,,0.025,-0.5122,-0.5732,-0.3902,-0.5732,-0.939,-0.9695,-0.9695,,,,,-0.9695
V-02404,JUGR.V,Juggernaut Exploration Ltd.,TSXV,Gold | Silver | Copper,2007-09-27,no price near listing,False,2007-12-21,2026-08-25,4684.0,9.0,True,0.001,3.0,0.0,,43649663.68,,,,100.0,70.0,30.0,10.0,100.0,20.0,8.0,50.0,1.2,1.45,,,,,,,,,,,,
V-02715,JZR.V,JZR Gold Inc.,TSXV,Gold,2008-01-29,ok,True,2008-01-29,2026-08-25,4661.0,11.0,True,0.125,1.0,0.0,750.0,20208255.3,3.424,3.52,3.2,3.2,2.48,1.6,2.64,2.24,0.96,0.16,0.72,0.64,0.3,0.028,-0.0654,-0.0654,-0.2757,-0.5327,-0.229,-0.3458,-0.7196,-0.9533,-0.7897,-0.8131,-0.9124
V-04033,KTO.V,K2 Gold Corporation,TSXV,Gold,2012-07-23,ok,True,2012-07-23,2026-08-25,3536.0,10.0,True,0.025,2.0,0.0,208.0,176834361.23,19.96,20.0,14.0,18.0,9.2,1.6,1.6,0.24,0.37,0.325,0.17,,0.9,0.002,-0.2986,-0.0982,-0.5391,-0.9198,-0.9198,-0.988,-0.9815,-0.9837,-0.9915,,-0.9549
V-5096,KIRO.V,Kairos Gold Inc.,TSXV,Gold,2026-03-26,ok,True,2026-03-26,2026-08-25,105.0,3.0,False,1.0,0.0,0.0,313811.0,25464970.88,0.404,0.4,0.66,0.64,,,,,,,,,0.85,-0.0099,0.6337,0.5842,,,,,,,,,1.104
V-04627,KALO.V,Kalo Gold Corp.,TSXV,Gold,2021-03-01,ok,True,2021-03-03,2026-08-25,1376.0,8.0,True,0.25,1.0,0.0,7080.0,20021688.63,1.572,1.72,1.92,2.0,1.18,0.72,0.4,0.08,0.245,,,,0.14,0.0941,0.2214,0.2723,-0.2494,-0.542,-0.7455,-0.9491,-0.8441,,,,-0.9109
V-04489,KAPA.V,KAPA Gold Inc.,TSXV,Gold,2022-05-25,ok,True,2018-09-27,2026-08-24,1984.0,7.0,False,1.0,0.0,0.0,3000.0,12054501.6,0.26,0.17,0.06,0.07,0.05,0.075,0.03,0.21,,,,,0.14,-0.3462,-0.7692,-0.7308,-0.8077,-0.7115,-0.8846,-0.1923,,,,,-0.4615
V-04594,KLD.V,Kenorland Minerals Ltd.,TSXV,Gold | Copper | Nickel | Lithium,2021-01-13,ok,True,2019-08-26,2026-08-25,1757.0,8.0,False,1.0,0.0,0.0,92340.0,172891601.28,1.148,1.15,0.85,0.9,0.86,0.75,0.8,0.6,2.98,,,,2.55,0.0017,-0.2596,-0.216,-0.2509,-0.3467,-0.3031,-0.4774,1.5958,,,,1.2213
V-02658,KGC.V,Kestrel Gold Inc.,TSXV,Gold,2010-06-28,no price near listing,False,2012-07-04,2026-08-25,3549.0,6.0,True,0.25,1.0,0.0,,2718025.65,,,,,,,1.08,0.06,0.03,0.16,0.02,0.045,0.03,,,,,,,,,,,,
V-04899,KIB.V,Kiboko Gold Inc.,TSXV,Gold,2022-06-29,ok,True,2022-07-05,2026-08-24,1039.0,7.0,True,0.1,1.0,0.0,620.0,3003649.075,2.24,2.2,2.1,1.6,1.5,0.95,0.1,0.15,,,,,0.175,-0.0179,-0.0625,-0.2857,-0.3304,-0.5759,-0.9554,-0.933,,,,,-0.9219
V-02984,KCC.V,Kincora Copper Limited,TSXV,Copper,2011-07-18,ok,True,2002-07-08,2026-08-25,6061.0,11.0,True,0.0033,3.0,0.0,21.0,40051104.24,97.8,105.0,174.0,114.0,93.0,27.0,12.0,24.0,12.0,4.2,2.6,0.84,0.95,0.0736,0.7791,0.1656,-0.0491,-0.7239,-0.8773,-0.7546,-0.8773,-0.9571,-0.9734,-0.9914,-0.9903
V-04622,KCP.V,King Copper Discovery Corp.,TSXV,Gold | Silver | Copper,2019-12-03,ok,True,2019-12-03,2026-08-25,1688.0,8.0,False,1.0,0.0,0.0,1318880.0,230321281.68,0.652,0.69,0.77,0.51,0.89,0.85,0.54,0.34,0.04,,,,0.79,0.0583,0.181,-0.2178,0.365,0.3037,-0.1718,-0.4785,-0.9387,,,,0.2117
V-04507,KFR.V,Kingfisher Metals Corp.,TSXV,Gold,2021-03-18,ok,True,2021-03-18,2026-08-25,1365.0,8.0,True,0.2,1.0,0.0,69024.0,138953498.1,2.495,2.25,2.75,2.7,2.7,1.0,0.5,0.2,0.68,,,,1.25,-0.0982,0.1022,0.0822,0.0822,-0.5992,-0.7996,-0.9198,-0.7275,,,,-0.499
V-02705,KGS.V,Kingman Minerals Ltd.,TSXV,Gold | Silver,2009-05-21,no price near listing,False,2012-08-28,2026-08-25,3511.0,4.0,True,0.01,2.0,0.0,,2621251.26,,,,,,,,,12.0,3.0,2.5,0.07,0.06,,,,,,,,,,,,
V-02027,KNG.V,Kingsmen Resources Ltd.,TSXV,Gold | Silver,,no listing date,,2000-06-22,2026-08-25,6573.0,,,,,,,36939702.02,,,,,,,,,,,,,1.4,,,,,,,,,,,,
V-00016,KIP.V,Kiplin Metals Inc.,TSXV,Uranium,,no listing date,,2008-02-13,2026-08-24,4649.0,,,,,,,3926548.78,,,,,,,,,,,,,0.27,,,,,,,,,,,,
V-02124,KLDC.V,Kirkland Lake Discoveries Corp.,TSXV,Gold,,no listing date,,1997-02-24,2026-08-25,7412.0,,,,,,,65801345.92,,,,,,,,,,,,,0.34,,,,,,,,,,,,
V-5064,KSM.V,Kirkstone Metals Corp.,TSXV,Uranium,2025-05-23,no price near listing,False,2026-07-17,2026-08-24,18.0,0.0,False,1.0,0.0,0.0,,10127749.83,,,,,,,,,,,,,0.14,,,,,,,,,,,,
V-01088,KG.V,Klondike Gold Corp.,TSXV,Gold,,no listing date,,1996-08-08,2026-08-25,7549.0,,,,,,,45893412.675,,,,,,,,,,,,,0.165,,,,,,,,,,,,
V-02288,KS.V,Klondike Silver Corp.,TSXV,Silver,2006-04-17,no price near listing,False,2013-03-20,2026-08-25,3371.0,3.0,True,0.1,1.0,0.0,,4033226.7,,,,,,,,,,0.85,0.4,1.0,0.155,,,,,,,,,,,,
V-04506,KRI.V,Kobo Resources Inc.,TSXV,Gold,2023-03-31,ok,True,2023-03-31,2026-08-25,854.0,7.0,False,1.0,0.0,0.0,14630.0,32478205.44,0.449,0.3,0.3,0.3,0.29,0.35,0.29,0.305,,,,,0.235,-0.3318,-0.3318,-0.3318,-0.3541,-0.2205,-0.3541,-0.3207,,,,,-0.4766
V-02217,KDK.V,Kodiak Copper Corp.,TSXV,Gold | Copper | Diamond | Molybdenum,,no listing date,,2010-03-16,2026-08-25,4127.0,,,,,,,67268188.76,,,,,,,,,,,,,0.78,,,,,,,,,,,,
V-05011,KTRI.V,Kootenay Resources Inc.,TSXV,Silver,2024-05-01,ok,True,2024-05-01,2026-08-25,582.0,6.0,False,1.0,0.0,0.0,12723.0,3488116.48,0.141,0.1,0.1,0.09,0.08,0.065,0.08,,,,,,0.08,-0.2908,-0.2908,-0.3617,-0.4326,-0.539,-0.4326,,,,,,-0.4326
V-01099,KTN.V,Kootenay Silver Inc.,TSXV,Silver,2005-03-14,no price near listing,False,2008-12-29,2026-08-25,4431.0,4.0,True,0.1,1.0,10.26,,132500025.42,,,,,,,,,8.8,11.1,3.6,2.1,1.35,,,,,,,,,,,,
V-00655,KORE.V,KORE Mining Ltd.,TSXV,Gold,2018-11-02,ok,True,1996-08-08,2026-08-25,7549.0,9.0,True,0.2,1.0,0.0,12608.0,12322790.1,1.37,1.2,0.7,1.0,1.1,1.45,6.85,2.1,0.25,0.17,,,0.185,-0.1241,-0.4891,-0.2701,-0.1971,0.0584,4.0,0.5328,-0.8175,-0.8759,,,-0.865
V-01047,KRY.V,Koryx Copper S.A.,TSXV,Copper,,no listing date,,2000-08-15,2026-08-25,6536.0,,,,,,,403390225.6,,,,,,,,,,,,,3.7,,,,,,,,,,,,
V-05005,KBRA.V,Kubera Gold Corp.,TSXV,Gold,2024-03-13,ok,True,2024-03-18,2026-08-24,612.0,6.0,False,2.0,1.0,0.0,800.0,4028606.4,0.75,0.75,0.63,0.505,0.55,0.55,0.5,,,,,,0.16,0.0,-0.16,-0.3267,-0.2667,-0.2667,-0.3333,,,,,,-0.7867
V-01028,KC.V,Kutcho Copper Corp.,TSXV,Copper,,no listing date,,2013-03-20,2026-08-25,3371.0,,,,,,,56828238.08,,,,,,,,,,,,,0.33,,,,,,,,,,,,
V-01386,LAB.V,Labrador Gold Corp.,TSXV,Gold,,no listing date,,2007-10-25,2026-08-25,4726.0,,,,,,,11900698.53,,,,,,,,,,,,,0.065,,,,,,,,,,,,
V-04870,LG.V,Lahontan Gold Corp.,TSXV,,2022-04-13,ok,True,2022-04-13,2026-08-25,1096.0,7.0,False,1.0,0.0,0.0,285209.0,153424427.885,0.392,0.4,0.18,0.15,0.08,0.22,0.06,0.065,,,,,0.41,0.0204,-0.5408,-0.6173,-0.7959,-0.4388,-0.8469,-0.8342,,,,,0.0459
V-03957,LVG.V,Lake Victoria Gold Ltd.,TSXV,Gold,2012-02-22,no price near listing,False,2012-08-02,2026-08-25,3528.0,7.0,True,0.3333,1.0,0.0,,51890629.18,,,,,2.19,1.08,0.405,0.135,0.12,0.075,0.24,,0.33,,,,,,,,,,,,
V-03816,LWR.V,Lake Winn Resources Corp.,TSXV,Gold | Lithium,2013-05-24,no price near listing,False,2014-09-18,2026-08-25,2995.0,5.0,True,0.01,2.0,0.0,,1367923.35,,,,,,,14.0,4.5,8.5,1.0,0.65,,0.055,,,,,,,,,,,,
V-01120,LRA.V,Lara Exploration Ltd.,TSXV,Gold | Silver | Copper | Zinc,2005-05-30,ok,True,2005-06-09,2026-08-25,5324.0,11.0,False,1.0,0.0,0.0,2600.0,236389606.28,0.42,0.42,0.4,0.4,0.5,1.4,1.23,0.94,0.67,1.0,0.29,0.78,4.67,0.0,-0.0476,-0.0476,0.1905,2.3333,1.9286,1.2381,0.5952,1.381,-0.3095,0.8571,10.119
V-04232,LALI.V,LatAm Lithium Corp.,TSXV,Gold | Lithium,2014-12-05,ok,True,2014-12-09,2026-08-25,2938.0,10.0,True,0.025,2.0,0.0,865.0,1159885.285,9.04,8.8,9.6,7.2,5.0,2.4,2.8,4.8,0.25,1.1,0.1,,0.05,-0.0265,0.0619,-0.2035,-0.4469,-0.7345,-0.6903,-0.469,-0.9723,-0.8783,-0.9889,,-0.9945
V-5097,LXE.V,Latin Explore Inc.,TSXV,Copper,2026-03-30,ok,True,2026-04-01,2026-08-25,101.0,3.0,False,1.0,0.0,0.0,19276.0,7862400.0,0.24,0.22,0.14,0.15,,,,,,,,,0.175,-0.0833,-0.4167,-0.375,,,,,,,,,-0.2708
V-02310,LMS.V,Latin Metals Inc.,TSXV,Gold | Silver | Copper,2015-06-22,ok,True,2009-02-09,2026-08-25,4402.0,10.0,True,0.25,1.0,0.0,1307.0,27800000.0,0.344,0.28,0.12,0.12,0.22,1.02,0.84,0.52,0.095,0.1,0.205,,0.245,-0.186,-0.6512,-0.6512,-0.3605,1.9651,1.4419,0.5116,-0.7238,-0.7093,-0.4041,,-0.2878
V-01127,LME.V,Laurion Mineral Exploration Inc.,TSXV,Gold,,no listing date,,2004-01-06,2026-08-25,5685.0,,,,,,,55112204.94,,,,,,,,,,,,,0.135,,,,,,,,,,,,
V-04871,LGC.V,Lavras Gold Corp.,TSXV,Gold,2022-04-12,ok,True,2022-04-12,2026-08-25,1097.0,7.0,False,1.0,0.0,0.0,5366800.0,112648758.23,0.044,0.045,0.05,0.41,0.35,0.348,1.59,2.0,,,,,3.85,0.0227,0.1364,8.3182,6.9545,6.9091,35.1364,44.4545,,,,,86.5
V-03802,LEM.V,Leading Edge Materials Corp.,TSXV,Nickel | Rare Earths,2016-08-26,no price near listing,False,2018-07-10,2026-08-25,2040.0,5.0,False,1.0,0.0,0.0,,82409743.68,,,,,,,0.44,0.175,0.24,0.13,0.26,,0.265,,,,,,,,,,,,
V-04974,LEGY.V,Legacy Gold Mines Ltd.,TSXV,Gold,2024-10-08,ok,True,2023-08-02,2026-08-25,769.0,5.0,False,1.0,0.0,0.0,12639.0,61722537.23,0.532,0.65,0.55,0.39,0.45,0.58,,,,,,,1.15,0.2218,0.0338,-0.2669,-0.1541,0.0902,,,,,,,1.1617
