co_id,ticker_full,ticker,name,name_normalised,board,isin,cusip,sedar_issuer_no,former_names,commodities,commodity_count,is_polymetallic,company_type,is_royalty_streamer,no_disclosed_commodity,property_regions,property_jurisdictions,property_region_count,jurisdiction_count,hq_matches_property,no_disclosed_property,shell_like,stage,incorporation_jurisdiction,mcap,shares,px,size_band,value_ytd,vol_ytd,trades_ytd,months,turnover,turnover_pctile,turnover_pctile_in_band,attention_ratio,avg_trade,dormant,hq_location,hq_region,listing_type,listing_date_iso,days_listed,lyear,yrs,exchange,sector,listing_date,interlisted_2,tsxv_grad,po_id,interlisted,otc_tier,cpc_flag,index_member,annual_list,comm_oil_and_gas,comm_gold,comm_silver,comm_copper,comm_nickel,comm_diamond,comm_molybdenum,comm_platinum_pgm,comm_iron,comm_lead,comm_zinc,comm_rare_earths,comm_potash,comm_lithium,comm_uranium,comm_coal,comm_tungsten,comm_base_precious_metals,comm_royalty_streaming,comm_other_properties,prop_africa,prop_asia,prop_aus_nz_png,prop_canada,prop_latin_america,prop_other,prop_uk_europe,prop_usa,enrich_source,data_asof,properties_asof
V-04511,ALDE.V,ALDE,Aldebaran Resources Inc.,aldebaran resources,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA,Argentina,1,1,False,False,False,,,485637525.08,185357834,2.62,100-500M,61587570.5,20559027.0,37369.0,6.0,0.1268179811472652,43.24834749763929,28.96174863387978,0.3222646120680606,1648.092549974578,False,BC,Canada,Other,2018-11-02,2797.0,2018.0,8.0,TSXV,Mining,20181102.0,,,1182095.0,,OTCQX,,Y,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03724,ALGR.V,ALGR,Algo Grande Copper Corp.,algo grande copper,TSXV,,,,,,0,False,Operator,False,True,,,0,0,False,True,True,,,22863462.84,42339746,0.54,5-25M,6467772.0,9248802.0,5242.0,6.0,0.2828868070100268,71.86024551463645,79.53020134228188,0.7188602617352461,1233.836703548264,False,BC,Canada,QT from NEX,2017-03-31,3378.0,2017.0,9.0,TSXV,Mining,20170331.0,,,1143031.0,,,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-03928,ALM.V,ALM,Alliance Mining Corp.,alliance mining,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,MB,1,1,True,False,False,,,2844037.96,9174316,0.31,<5M,96520.5,358055.0,279.0,6.0,0.0339378381574063,9.254013220018887,17.5,0.0862414316115378,345.9516129032258,False,BC,Canada,Other,2012-01-27,5268.0,2012.0,14.0,TSXV,Mining,20120127.0,,,1149926.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
FAI0002,AMM.V,AMM,Almaden Minerals Ltd.,almaden minerals,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,33653979.345,137363181,0.245,25-100M,1742968.5,6748654.0,2251.0,6.0,0.051790859028353,16.525023607176582,13.91304347826087,0.1316087903501823,774.3085295424256,False,BC,Canada,TSX Comedown,2025-08-13,321.0,2025.0,1.0,TSXV,Mining,20250813.0,,,1188741.0,,OTCQB,,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04436,DEX.V,DEX,Almadex Minerals Ltd.,almadex minerals,TSXV,,,,,Gold | Silver | Copper | Lead | Zinc,5,True,Royalty/Streamer,True,False,USA,AZ | NV,1,2,False,False,False,,,24524359.2,61310898,0.3999999999999999,5-25M,2677837.0,4805965.0,1965.0,6.0,0.1091909059952114,37.6770538243626,41.2751677852349,0.2774714172515095,1362.7669211195928,False,BC,Canada,Other,2018-05-25,2958.0,2018.0,8.0,TSXV,Mining,20180525.0,,,1181265.0,,,,,,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02776,AORO.V,AORO,Aloro Mining Corp.,aloro mining,TSXV,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA,Mexico,1,1,False,False,False,,,865938.945,57729263,0.015,<5M,64921.0,2970467.0,236.0,6.0,0.0749717983870098,26.440037771482533,42.5,0.19051523533700082,275.08898305084745,False,BC,Canada,IPO,2008-03-17,6679.0,2008.0,18.0,TSXV,Mining,20080317.0,,,1115533.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-04803,ALEX.V,ALEX,Alpha Exploration Ltd.,alpha exploration,TSXV,,,,,Gold,1,False,Operator,False,False,AFRICA,Eritrea,1,1,True,False,False,,,61423616.67,107760731,0.5700000000000001,25-100M,1462525.5,2612496.0,913.0,6.0,0.0238104751769576,6.137865911237016,5.217391304347826,0.060506195388396834,1601.8899233296825,False,Eritrea,Africa,Other,2021-11-01,1702.0,2021.0,5.0,TSXV,Mining,20211101.0,,,1185453.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-01105,AFM.V,AFM,Alphamin Resources Corp.,alphamin resources,TSXV,,,,,,0,False,Operator,False,True,AFRICA,DRC,1,1,True,False,False,,,1918783973.71,1287774479,1.49,500M-2B,240022575.5,179966200.0,152509.0,6.0,0.1250909840756656,42.77620396600567,25.31645569620253,0.31787603848971724,1573.825646355297,False,Mauritius,Africa,,,,,,TSXV,Mining,,,,30682.0,JSE,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-02342,AVX.V,AVX,Altair Resources Inc.,altair resources,TSXV,,,,,Gold | Silver,2,True,Operator,False,False,USA,NV,1,1,False,False,False,,,286333.12,57266624,0.005,<5M,,,,,,,,,,True,BC,Canada,QT,2007-03-15,7047.0,2007.0,19.0,TSXV,Mining,20070315.0,,,1107986.0,,,Y,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02021,ALTA.V,ALTA,Altamira Gold Corp.,altamira gold,TSXV,,,,,Gold,1,False,Operator,False,False,LATIN AMERICA,Brazil,1,1,False,False,False,,,66710561.85,296491386,0.225,25-100M,4098331.0,19461000.0,3702.0,6.0,0.0614345148106408,20.679886685552407,19.565217391304348,0.15611484983387655,1107.0586169638034,False,BC,Canada,,,,,,TSXV,Mining,,,,816867.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03720,APN.V,APN,Altiplano Metals Inc.,altiplano metals,TSXV,,,,,Gold | Copper | Iron,3,True,Operator,False,False,LATIN AMERICA,Chile,1,1,False,False,False,,,3551236.88,177561844,0.02,<5M,299212.0,7988542.0,463.0,6.0,0.0842557143076302,29.83947119924457,48.0,0.2141071387529442,646.2462203023758,False,AB,Canada,IPO,2011-02-02,5627.0,2011.0,15.0,TSXV,Mining,20110202.0,,,1142260.0,,,,,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-01024,ALT.V,ALT,Alturas Minerals Corp.,alturas minerals,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA,Chile,1,1,True,False,False,,,2184482.145,145632143,0.015,<5M,120184.5,11056552.0,319.0,6.0,0.0550173871986488,18.319169027384323,31.0,0.13980791037811907,376.7539184952978,False,Peru,Latin America,RTO,2006-04-10,7386.0,2006.0,20.0,TSXV,Mining,20060410.0,,,1023320.0,Lima (BVL),,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-00093,AHR.V,AHR,Amarc Resources Ltd.,amarc resources,TSXV,,,,,Gold | Copper | Molybdenum,3,True,Operator,False,False,CANADA,BC,1,1,True,False,False,,,214700000.0,226000000,0.95,100-500M,32995552.5,28847964.0,17225.0,6.0,0.1536821262226362,48.63078375826252,33.87978142076503,0.3905306671884406,1915.5618287373004,False,BC,Canada,,,,,,TSXV,Mining,,,,708779.0,,OTCQB,,Y,Y,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-04726,AE.V,AE,American Eagle Gold Corp.,american eagle gold,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,CANADA,BC,1,1,True,False,False,,,209021082.6,204922630,1.02,100-500M,30899721.0,31857041.0,15735.0,6.0,0.1478306428023447,47.40321057601511,32.78688524590164,0.3756611193735046,1963.757292659676,False,ON,Canada,Other,2021-05-03,1884.0,2021.0,5.0,TSXV,Mining,20210503.0,,,1184745.0,,OTCQB,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-01262,LI.V,LI,American Lithium Corp.,american lithium,TSXV,,,,,Lithium | Uranium,2,True,Operator,False,False,LATIN AMERICA | USA,Peru | NV,2,2,False,False,False,,,112492444.24,255664646,0.44,100-500M,22909542.5,32419000.0,16128.0,6.0,0.2036540556548227,60.52880075542964,45.90163934426229,0.5175172688285925,1420.4825458829366,False,BC,Canada,,,,,,TSXV,Mining,,,,32075.0,,OTCQX,,Y,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,,2026-06-30,2026-07-31
V-5104,TUNG.V,TUNG,American Tungsten Corp,american tungsten,TSXV,,,,,Molybdenum | Tungsten,2,True,Operator,False,False,USA,ID,1,1,False,False,False,,,129459648.48,63460612,2.04,100-500M,3930760.0,1936265.0,3435.0,2.0,0.0303628199686271,8.120868744098205,3.278688524590164,0.07715674315237281,1144.3260553129548,True,BC,Canada,Other,2026-05-29,32.0,2026.0,0.0,TSXV,Mining,20260529.0,,,1188921.0,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-02951,AMCO.V,AMCO,Americore Resources Corp.,americore resources,TSXV,,,,,Gold | Uranium,2,True,Operator,False,False,CANADA | USA,NL | QC | UT,2,3,True,False,False,,,6572208.585,23060381,0.285,5-25M,7336019.5,12460120.0,5466.0,6.0,1.116218300913832,99.15014164305948,98.65771812080537,2.8364878109008034,1342.11845956824,False,AB,Canada,QT,2011-04-18,5552.0,2011.0,15.0,TSXV,Mining,20110418.0,,,1120547.0,,OTCQB,Y,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,,2026-06-30,2026-07-31
V-00103,AMX.V,AMX,Amex Exploration Inc.,amex exploration,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA,QC,1,1,True,False,False,,,674609560.8,160621324,4.199999999999999,500M-2B,111635587.0,24313463.0,49863.0,6.0,0.1654817741800377,50.89707271010388,30.37974683544304,0.42051544487636133,2238.8461785291697,False,QC,Canada,,,,,,TSXV,Mining,,,,1074354.0,,OTCQX,,Y,Y,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
V-5084,ANDC.V,ANDC,Andina Copper Corporation,andina copper,TSXV,,,,,Gold | Copper,2,True,Operator,False,False,LATIN AMERICA,Argentina | Chile | Colombia,1,3,False,False,False,,,318704234.8,274745030,1.16,100-500M,93910124.5,97100190.0,37483.0,6.0,0.2946623051900532,72.99338999055713,60.10928961748634,0.7487836710070567,2505.4057706160124,False,BC,Canada,Other,2025-11-24,218.0,2025.0,1.0,TSXV,Mining,20251124.0,,,1188815.0,,,,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,2026-06-30,2026-07-31
V-03758,AEC.V,AEC,Anfield Energy Inc.,anfield energy,TSXV,,,,,Uranium,1,False,Operator,False,False,USA,CO | UT,1,2,True,False,False,,,109409856.0,18234976,6.0,100-500M,40744232.5,13670609.0,18503.0,6.0,0.3724000194278658,79.88668555240793,69.94535519125684,0.9463275373836634,2202.033859374156,False,AZ,USA,Other,2011-04-11,5559.0,2011.0,15.0,TSXV,Mining,20110411.0,,,1131425.0,,OTCQB,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,,2026-06-30,2026-07-31
V-00938,AWM.V,AWM,Angel Wing Metals Inc.,angel wing metals,TSXV,,,,,Gold,1,False,Operator,False,False,CANADA | LATIN AMERICA,ON | Mexico,2,2,True,False,False,,,3237977.85,107932595,0.03,<5M,260170.0,7267630.0,798.0,6.0,0.0803495304947808,27.950897072710102,44.5,0.20418090589758406,326.02756892230576,False,ON,Canada,,,,,,TSXV,Mining,,,,1023492.0,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,2026-06-30,2026-07-31
V-03680,ANK.V,ANK,Angkor Resources Corp.,angkor resources,TSXV,,,,,Oil and Gas | Gold | Copper,3,True,Operator,False,False,ASIA,Cambodia,1,1,False,False,False,,,59777636.78,206129782,0.29,25-100M,3109605.5,9415075.0,1979.0,6.0,0.0520195455608976,16.71388101983003,14.347826086956522,0.13218991911464428,1571.3014148559878,False,AB,Canada,QT,2011-10-19,5368.0,2011.0,15.0,TSXV,Mining,20111019.0,,,1121555.0,,OTCQB,Y,,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-00932,ANOR.V,ANOR,Anortech Inc.,anortech,TSXV,,,,,,0,False,Operator,False,True,UK/EUROPE,Greenland,1,1,False,False,False,,,23613529.94,181642538,0.13,5-25M,976023.0,12823620.0,1138.0,6.0,0.0413332103450857,12.653446647780925,13.422818791946309,0.10503424575036177,857.6652021089631,False,BC,Canada,,,,,,TSXV,Mining,,,,1060143.0,,OTCQB,Y,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,2026-06-30,2026-07-31
V-04312,ANTL.V,ANTL,Antler Gold Inc.,antler gold,TSXV,,,,,Gold | Copper | Rare Earths,3,True,Operator,False,False,AFRICA,Namibia | Zambia,1,2,False,False,False,,,2724928.05,90830935,0.03,<5M,92747.0,1695512.0,184.0,6.0,0.0340364950186482,9.442870632672333,18.0,0.0864921343496541,504.0597826086956,False,NS,Canada,QT,2016-11-14,3515.0,2016.0,10.0,TSXV,Mining,20161114.0,,,1177555.0,,,Y,,,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,2026-06-30,2026-07-31
V-01888,APX.V,APX,Apex Resources Inc.,apex resources,TSXV,,,,,Gold | Silver | Zinc,3,True,Operator,False,False,CANADA,BC | YT,1,2,True,False,False,,,3746874.33,83263874,0.045,<5M,392875.0,7106914.0,418.0,6.0,0.1048540637870819,36.4494806421152,54.50000000000001,0.2664508130819769,939.8923444976076,False,BC,Canada,,1989-06-15,13529.0,1989.0,37.0,TSXV,Mining,19890615.0,,,38385.0,,,,,,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,2026-06-30,2026-07-31
