ticker_full,co_id,name,board,mcap,isin,cusip,sedar_issuer_no,former_names,stage,incorporation_jurisdiction
NCP.V,WEL0006,Nickel Creek Platinum Corp.,TSXV,14595197.4,,,,,,
TT.V,V-00278,Total Metals Corp.,TSXV,14532362.67,,,,,,
CRG.V,V-5092,Crossroads Gold Corp.,TSXV,14420800.68,,,,,,
SXL.V,V-01803,SLAM Exploration Ltd.,TSXV,14319340.2,,,,,,
STND.V,V-04642,Standard Uranium Ltd.,TSXV,14304967.665,,,,,,
ABA.V,V-04612,Abasca Resources Inc.,TSXV,14243951.2,,,,,,
LOT.V,V-02669,TomaGold Corporation,TSXV,14053463.685,,,,,,
MAX.V,V-01175,MAX Resource Corp.,TSXV,13876833.75,,,,,,
AIR.V,V-01499,Clean Air Metals Inc.,TSXV,13780623.12,,,,,,
GGI.V,V-00761,Garibaldi Resources Corp.,TSXV,13683649.95,,,,,,
CGD.V,V-00365,Carlin Gold Corporation,TSXV,13678606.98,,,,,,
HLU.V,V-05008,Homeland Uranium Corp.,TSXV,13662154.44,,,,,,
WLF.V,V-04068,Wolfden Resources Corporation,TSXV,13287235.36,,,,,,
PEMC.V,V-04420,Pacific Empire Minerals Corp.,TSXV,13256859.75,,,,,,
AUME.V,V-03984,Auriginal Mining Corp.,TSXV,13233236.85,,,,,,
MEK.V,V-00632,Metals Creek Resources Corp.,TSXV,13164077.63,,,,,,
RSMX.V,V-04876,Regency Silver Corp.,TSXV,13112479.405,,,,,,
EMN.V,V-04504,Euro Manganese Inc.,TSXV,12865905.36,,,,,,
BFM.V,V-02516,Bedford Metals Corp.,TSXV,12676209.075,,,,,,
BAT.V,V-02954,Batero Gold Corp.,TSXV,12670062.13,,,,,,
BAY.V,V-03792,Aston Bay Holdings Ltd.,TSXV,12647481.75,,,,,,
BONE.V,V-00648,Boron One Holdings Inc.,TSXV,12539349.27,,,,,,
TRO.V,V-01930,Taranis Resources Inc.,TSXV,12448738.44,,,,,,
SKEL.V,V-03028,Skeleton Coast Uranium Corp.,TSXV,12386447.84,,,,,,
RAMP.V,V-04710,Ramp Metals Inc.,TSXV,12363112.35,,,,,,
AEMC.V,V-00703,Alaska Energy Metals Corporation,TSXV,12359894.8,,,,,,
KORE.V,V-00655,KORE Mining Ltd.,TSXV,12322790.1,,,,,,
FCI.V,V-00466,First Canadian Graphite Inc.,TSXV,12268695.78,,,,,,
NWX.V,V-01376,Newport Exploration Ltd.,TSXV,12141685.51,,,,,,
MGMA.V,V-03088,Magma Silver Corp.,TSXV,12125506.1,,,,,,
MTS.V,V-02627,Metallis Resources Inc.,TSXV,12089025.39,,,,,,
KAPA.V,V-04489,KAPA Gold Inc.,TSXV,12054501.6,,,,,,
ABR.V,V-04067,Arbor Metals Corp.,TSXV,12041788.32,,,,,,
LAB.V,V-01386,Labrador Gold Corp.,TSXV,11900698.53,,,,,,
GIGA.V,V-00899,Giga Metals Corporation,TSXV,11855979.075,,,,,,
ERA.V,V-04004,Elcora Advanced Materials Corp.,TSXV,11768316.84,,,,,,
BAG.V,V-03810,Blende Silver Corp.,TSXV,11715721.2,,,,,,
LIT.V,V-00095,Argentina Lithium & Energy Corp.,TSXV,11693217.95,,,,,,
GT.V,V-02685,GT Resources Inc.,TSXV,11673531.78,,,,,,
PA.V,V-04270,Palamina Corp.,TSXV,11654354.5,,,,,,
BCU.V,V-00220,Bell Copper Corporation,TSXV,11580829.12,,,,,,
GPS.V,V-04595,Great Plains Metals Corp.,TSXV,11541107.85,,,,,,
AUX.V,V-04245,Golden Cross Resources Inc.,TSXV,11498296.65,,,,,,
PEX.V,V-01483,Pacific Ridge Exploration Ltd.,TSXV,11311785.0,,,,,,
NICN.V,V-04914,NiCan Limited,TSXV,11282466.67,,,,,,
LXM.V,V-04116,Lux Metals Corp.,TSXV,11151256.32,,,,,,
ZON.V,V-03125,Zonte Metals Inc.,TSXV,11063533.65,,,,,,
GCOM.V,V-04632,Green Shift Commodities Ltd.,TSXV,11018097.44,,,,,,
VIZ.V,V-01578,Visionary Metals Corp.,TSXV,10979918.0,,,,,,
REX.V,V-01457,Orex Minerals Inc.,TSXV,10941480.225,,,,,,
MSC.V,V-02465,Millennium Silver Corp.,TSXV,10915175.625,,,,,,
SNG.V,V-03847,Silver Range Resources Ltd.,TSXV,10896064.19,,,,,,
MOX.V,V-00228,Morien Resources Corp.,TSXV,10832560.02,,,,,,
TOM.V,V-04134,Trinity One Metals Ltd.,TSXV,10757580.64,,,,,,
REC.V,V-03938,Record Resources Inc.,TSXV,10702756.26,,,,,,
AUGC.V,V-04462,AU Gold Corp.,TSXV,10537048.26,,,,,,
GGAU.V,V-04620,Galactic Gold Corp.,TSXV,10370383.38,,,,,,
EXG.V,V-00268,ExGen Resources Inc.,TSXV,10369231.76,,,,,,
TORQ.V,V-01824,Torq Resources Inc.,TSXV,10224343.03,,,,,,
AUQ.V,V-01367,AuQ Gold Mining Inc.,TSXV,10217255.4,,,,,,
ICM.V,V-00265,Iconic Minerals Ltd.,TSXV,10216747.805,,,,,,
DFR.V,V-04124,DFR Gold Inc.,TSXV,10156985.0,,,,,,
EVER.V,V-04603,Evergold Corp.,TSXV,10141142.88,,,,,,
MNRG.V,V-04718,Monumental Energy Corp.,TSXV,10137494.97,,,,,,
KSM.V,V-5064,Kirkstone Metals Corp.,TSXV,10127749.83,,,,,,
CQR.V,V-00448,Conquest Resources Limited,TSXV,10060511.89,,,,,,
NMB.V,V-05015,NorthMin Corporation,TSXV,10029150.0,,,,,,
AZR.V,V-01990,Azarga Metals Corp.,TSXV,10005153.95,,,,,,
DYG.V,V-00586,Dynasty Gold Corp.,TSXV,9983346.255,,,,,,
URZ.V,V-02379,URZ3 Energy Corp.,TSXV,9942281.05,,,,,,
SMY.V,V-02525,Search Minerals Inc.,TSXV,9895867.74,,,,,,
SGU.V,V-03901,Signature Resources Ltd.,TSXV,9849400.64,,,,,,
BTU.V,V-03022,BTU Metals Corp.,TSXV,9778230.77,,,,,,
TRCG.V,V-04922,Thistle Resources Inc.,TSXV,9705294.88,,,,,,
RYE.V,V-02383,Rhyolite Resources Ltd.,TSXV,9646672.77,,,,,,
LMG.V,V-02515,Lincoln Gold Mining Inc.,TSXV,9565088.67,,,,,,
FFU.V,V-5057,F4 Uranium Corp.,TSXV,9519110.51,,,,,,
NRM.V,V-03821,Noram Lithium Corp.,TSXV,9512123.045,,,,,,
PE.V,V-00180,Pure Energy Minerals Limited,TSXV,9511035.24,,,,,,
ROX.V,V-00349,Canstar Resources Inc.,TSXV,9288694.75,,,,,,
SGZ.V,V-02482,Sego Resources Inc.,TSXV,9254984.22,,,,,,
APMI.V,V-04585,Apogee Minerals Ltd.,TSXV,9216600.12,,,,,,
NOVA.V,V-04568,EraNova Metals Inc.,TSXV,9202364.82,,,,,,
TGX.V,V-02024,TGX Energy & Resources Inc.,TSXV,9170413.0,,,,,,
ORS.V,V-02767,Orestone Mining Corp.,TSXV,9123437.855,,,,,,
RCT.V,V-01703,Rochester Resources Ltd.,TSXV,9080883.75,,,,,,
RUSH.V,V-00390,Carolina Rush Corporation,TSXV,9079948.2,,,,,,
TG.V,V-04351,Trifecta Gold Ltd.,TSXV,9063326.99,,,,,,
BOL.V,V-02621,Bold Ventures Inc.,TSXV,8961038.725,,,,,,
RKR.V,V-03898,Rokmaster Resources Corp.,TSXV,8947821.51,,,,,,
BIRD.V,V-04965,Thunderbird Minerals Corp.,TSXV,8945066.12,,,,,,
CLIC.V,V-04210,Comet Lithium Corporation,TSXV,8913285.9,,,,,,
CPS.V,V-03109,Canadian Premium Sand Inc.,TSXV,8799579.82,,,,,,
TSD.V,V-02026,Tsodilo Resources Limited,TSXV,8668265.19,,,,,,
FMN.V,V-02386,Fidelity Minerals Corp.,TSXV,8650381.2,,,,,,
AIS.V,V-00002,A.I.S. Resources Limited,TSXV,8607876.81,,,,,,
STRM.V,V-00469,Storm Exploration Inc.,TSXV,8603800.39,,,,,,
DNO.V,V-04910,Dinero Ventures Ltd.,TSXV,8596743.25,,,,,,
GIG.V,V-04587,XAU Resources Inc.,TSXV,8548365.0,,,,,,
WGLD.V,V-04484,Western Gold Exploration Ltd.,TSXV,8496314.6,,,,,,
CCMI.V,V-03698,Canadian Critical Minerals Inc.,TSXV,8441986.925,,,,,,
NRN.V,V-01413,Northern Shield Resources Inc.,TSXV,8439324.74,,,,,,
CSG.V,V-00928,Cosigo Resources Ltd.,TSXV,8416688.4,,,,,,
TMET.V,V-04615,Torr Metals Inc.,TSXV,8402495.3,,,,,,
FROG.V,V-04804,Bullfrog Gold Corporation,TSXV,8394490.1,,,,,,
AAZ.V,V-04000,Azincourt Energy Corp.,TSXV,8345497.6,,,,,,
NTX.V,V-04902,Neoterrex Minerals Inc.,TSXV,8285156.8,,,,,,
NAR.V,V-02519,North Arrow Minerals Inc.,TSXV,8278892.82,,,,,,
NNX.V,V-02610,Nickel North Exploration Corp.,TSXV,8227515.17,,,,,,
ALTN.V,V-04661,Aeonian Resources Corp.,TSXV,8123496.5,,,,,,
BGD.V,V-02260,Bullion Gold Discoveries Corp.,TSXV,8092945.6,,,,,,
NVX.V,V-02790,NV Gold Corporation,TSXV,7966678.59,,,,,,
WINS.V,V-00915,Winshear Metals Corp.,TSXV,7963975.975,,,,,,
FIN.V,V-04885,Grit Metals Corp.,TSXV,7954657.8,,,,,,
GGM.V,V-00452,Granada Gold Mine Inc.,TSXV,7954308.215,,,,,,
LPK.V,V-04239,Lupaka Gold Corp.,TSXV,7910085.48,,,,,,
LXE.V,V-5097,Latin Explore Inc.,TSXV,7862400.0,,,,,,
SKP.V,V-01228,Strikepoint Gold Inc.,TSXV,7799047.75,,,,,,
IZN.V,V-01146,InZinc Mining Ltd.,TSXV,7742052.12,,,,,,
BOCA.V,V-02871,Bocana Resources Corp.,TSXV,7733419.575,,,,,,
EXCL.V,V-04936,Excalibur Metals Corp.,TSXV,7636545.96,,,,,,
TGC.V,V-04799,Toogood Gold Corp.,TSXV,7635270.42,,,,,,
ADG.V,V-02618,Arcus Development Group Inc.,TSXV,7427399.0,,,,,,
FINX.V,V-5068,FinEx Metals Ltd.,TSXV,7371796.8,,,,,,
MASS.V,V-03859,Masivo Silver Corp.,TSXV,7356980.5,,,,,,
AWE.V,V-03975,Thunderstruck Resources Ltd.,TSXV,7350079.36,,,,,,
MQM.V,V-00617,Metalquest Mining Inc.,TSXV,7337928.6,,,,,,
AEF.V,V-04883,AE Fuels Corporation,TSXV,7220983.92,,,,,,
FAIR.V,V-04745,Fairchild Gold Corp.,TSXV,7184577.88,,,,,,
SVB.TO,MET0019,"Silver Bull Resources, Inc.",TSX,7147467.89,,,,,,
XIM.V,V-02693,Ximen Mining Corp.,TSXV,7046646.5,,,,,,
NOBL.V,V-03054,Noble Plains Uranium Corp.,TSXV,7005222.72,,,,,,
BGF.V,V-04540,Beauce Gold Fields Inc.,TSXV,6934209.65,,,,,,
FAS.V,V-02983,First Andes Silver Ltd.,TSXV,6921256.24,,,,,,
PGC.V,V-01567,Plato Gold Corp.,TSXV,6919971.51,,,,,,
RTH.V,V-03152,Rathdowney Resources Ltd.,TSXV,6912823.5,,,,,,
SWLF.V,V-02396,Silver Wolf Exploration Ltd.,TSXV,6839501.46,,,,,,
LMR.V,V-01150,Lomiko Metals Inc.,TSXV,6803433.575,,,,,,
CASA.V,V-03883,Casa Minerals Inc.,TSXV,6792277.35,,,,,,
JTWO.V,V-04758,J2 Metals Inc.,TSXV,6660279.6,,,,,,
GSPR.V,V-04517,GSP Resource Corp.,TSXV,6657294.8,,,,,,
ELEF.TO,PRO0047,Silver Elephant Mining Corp.,TSX,6608094.695,,,,,,
TRU.V,V-02019,TRU Precious Metals Corp.,TSXV,6576872.72,,,,,,
AMCO.V,V-02951,Americore Resources Corp.,TSXV,6572208.585,,,,,,
CPI.V,V-02513,Carlton Precious Inc.,TSXV,6514788.375,,,,,,
ESPN.V,V-04544,Hispania Resources Inc.,TSXV,6511100.635,,,,,,
FMR.TO,SUL0004,Future Mineral Resources Inc.,TSX,6307533.0,,,,,,
NBLC.V,V-04720,Nobel Resources Corp.,TSXV,6281963.52,,,,,,
MMX.V,V-04260,Mustang Minerals Limited,TSXV,6275467.125,,,,,,
AWX.V,V-04012,ArcWest Exploration Inc.,TSXV,6263003.025,,,,,,
VLX.V,V-00512,Velox Energy Materials Inc.,TSXV,6250739.04,,,,,,
MKR.V,V-01259,Melkior Resources Inc.,TSXV,6246025.2,,,,,,
CLZ.V,V-00339,Canasil Resources Inc.,TSXV,6232571.2,,,,,,
WSK.V,V-02491,Wildsky Resources Inc.,TSXV,6186745.51,,,,,,
MEX.V,V-02841,Mexican Gold Mining Corp.,TSXV,6182495.85,,,,,,
VERT.V,V-02662,Vertical Exploration Inc.,TSXV,6116162.12,,,,,,
SILV.V,V-00226,Silver Valley Metals Corp.,TSXV,6112764.46,,,,,,
SMP.V,V-04444,Southern Empire Resources Corp.,TSXV,6060000.0,,,,,,
SDR.V,V-01887,Stroud Resources Ltd.,TSXV,6044203.905,,,,,,
ZFR.V,V-03766,Zephyr Minerals Ltd.,TSXV,6034404.025,,,,,,
NXS.V,V-03037,Nexus Gold Corp.,TSXV,6001281.25,,,,,,
CMCG.V,V-5091,Chilean Metals Inc.,TSXV,5969403.72,,,,,,
NZP.V,V-00785,Chatham Rock Phosphate Limited,TSXV,5770538.25,,,,,,
GGL.V,V-00748,GGL Resources Corp.,TSXV,5739661.125,,,,,,
VVC.V,V-02071,VVC Exploration Corp.,TSXV,5726818.15,,,,,,
HPM.V,V-04560,Halcones Precious Metals Corp.,TSXV,5719409.725,,,,,,
MUR.V,V-04419,Murchison Minerals Ltd.,TSXV,5713054.875,,,,,,
NEV.V,V-02901,Nevada Sunrise Metals Corporation,TSXV,5681559.42,,,,,,
PERU.V,V-04088,Chakana Copper Corp.,TSXV,5679180.1,,,,,,
ETF.V,V-00611,Eastfield Resources Ltd.,TSXV,5583079.25,,,,,,
HVG.V,V-02233,Harvest Gold Corp.,TSXV,5579090.595,,,,,,
AUMN.TO,GOL0062,Golden Minerals Company,TSX,5573449.16,,,,,,
ABM.V,V-00450,Aben Gold Corp.,TSXV,5525134.29,,,,,,
ILC.V,V-03771,ILC Critical Minerals Ltd.,TSXV,5448065.08,,,,,,
HAY.V,V-02895,Hayasa Metals Inc.,TSXV,5437435.425,,,,,,
GNG.V,V-00825,Golden Goliath Resources Ltd.,TSXV,5437065.2,,,,,,
OBUL.V,V-00970,One Bullion Limited,TSXV,5425033.075,,,,,,
REE.V,V-04496,ReeXploration Inc.,TSXV,5409164.28,,,,,,
LEAP.V,V-02991,Quantum Critical Metals Corp.,TSXV,5395404.375,,,,,,
PLY.V,V-01568,Playfair Mining Ltd.,TSXV,5310203.7,,,,,,
MINE.V,V-04171,Inomin Mines Inc.,TSXV,5282137.94,,,,,,
TBLL.V,V-03788,Tombill Mines Limited,TSXV,5270069.02,,,,,,
GUG.V,V-00113,Gungnir Resources Inc.,TSXV,5265191.44,,,,,,
XTM.V,V-03850,Transition Metals Corp.,TSXV,5248009.56,,,,,,
MLO.V,V-04609,Metalero Mining Corp.,TSXV,5242545.0,,,,,,
VKG.V,V-00074,Norse Gold Corp.,TSXV,5242207.3,,,,,,
TCO.V,V-03741,Transatlantic Mining Corp.,TSXV,5198394.96,,,,,,
SCLT.V,V-03813,Searchlight Resources Inc.,TSXV,5173426.56,,,,,,
ADZ.V,V-00554,Adamera Minerals Corp.,TSXV,5151999.34,,,,,,
LORD.V,V-00203,St. James Gold Corp.,TSXV,5139631.64,,,,,,
ILI.V,V-01330,Imagine Lithium Inc.,TSXV,5109420.45,,,,,,
WMK.V,V-02466,Whitemud Resources Inc.,TSXV,5103945.0,,,,,,
AUEN.V,V-04474,Golden Sky Minerals Corp.,TSXV,5061968.73,,,,,,
HAR.V,V-03754,Harfang Exploration Inc.,TSXV,5021785.85,,,,,,
SMRV.V,V-00281,Smooth Rock Ventures Corp.,TSXV,5000317.185,,,,,,
EFF.V,V-02623,1844 Resources Inc.,TSXV,4982580.47,,,,,,
TES.V,V-02181,Tesoro Minerals Corp.,TSXV,4973319.12,,,,,,
MMM.V,V-04343,Minco Capital Corp.,TSXV,4965226.315,,,,,,
VGD.V,V-02563,Visible Gold Mines Inc.,TSXV,4960171.32,,,,,,
GEN.V,V-04605,Generation Uranium Inc.,TSXV,4958341.15,,,,,,
HDRO.V,V-04776,Primary Hydrogen Corp.,TSXV,4944141.0,,,,,,
CMIL.V,V-01326,Capella Minerals Limited,TSXV,4939110.605,,,,,,
MON.V,V-03729,Montero Mining and Exploration Ltd.,TSXV,4845223.14,,,,,,
GRD.V,V-00468,Grounded Lithium Corp.,TSXV,4828783.56,,,,,,
SYG.V,V-00157,Sylla Gold Corp.,TSXV,4828402.44,,,,,,
SVG.V,V-01292,Silver Grail Resources Ltd.,TSXV,4804428.42,,,,,,
CPER.V,V-04832,CopperCorp Resources Inc.,TSXV,4758285.84,,,,,,
VG.V,V-02812,Volcanic Gold Mines Inc.,TSXV,4753563.36,,,,,,
GYA.V,V-02723,Guyana Goldstrike Inc.,TSXV,4750332.0,,,,,,
QCX.V,V-02845,QCX Gold Corp.,TSXV,4749533.25,,,,,,
GR.V,V-00926,Great Atlantic Resources Corp.,TSXV,4646438.72,,,,,,
ASL.V,V-02647,Argentum Silver Corp.,TSXV,4643868.87,,,,,,
BEA.V,V-00222,Belmont Resources Inc.,TSXV,4636914.52,,,,,,
USHA.V,V-04509,Usha Resources Ltd.,TSXV,4599079.3,,,,,,
CRD.V,V-02178,Copper Road Resources Inc.,TSXV,4568097.195,,,,,,
MINK.V,V-04788,Mink Ventures Corporation,TSXV,4559202.56,,,,,,
SPX.V,V-01857,Stellar AfricaGold Inc.,TSXV,4547954.88,,,,,,
RMD.V,V-01687,Richmond Minerals Inc.,TSXV,4526673.375,,,,,,
ABZ.V,V-03038,AsiaBaseMetals Inc.,TSXV,4518258.39,,,,,,
CBA.V,V-00397,Champion Bear Resources Ltd.,TSXV,4514686.38,,,,,,
VLD.V,V-5063,Vinland Lithium Inc.,TSXV,4472362.14,,,,,,
CPL.V,V-00191,Copper Lake Resources Ltd.,TSXV,4471533.99,,,,,,
BTT.V,V-00247,Bitterroot Resources Ltd.,TSXV,4436724.46,,,,,,
EMR.V,V-00627,Emergent Metals Corp.,TSXV,4409300.48,,,,,,
VLI.V,V-00021,Vision Lithium inc.,TSXV,4395287.265,,,,,,
VRR.V,V-04267,VR Resources Ltd.,TSXV,4376380.69,,,,,,
SKYG.V,V-02933,Sky Gold Corp.,TSXV,4372748.595,,,,,,
BM.V,V-00438,BC Moly Ltd.,TSXV,4329758.375,,,,,,
VMS.V,V-04389,Vortex Metals Inc.,TSXV,4325270.88,,,,,,
CLV.V,V-03962,Canoe Mining Ventures Corp.,TSXV,4276837.92,,,,,,
MPVD.TO,MOU0003,Mountain Province Diamonds Inc.,TSX,4252248.86,,,,,,
LL.V,V-00801,Canada Rare Earth Corp.,TSXV,4231753.92,,,,,,
MCM.V,V-01231,"Matachewan Consolidated Mines, Limited",TSXV,4229957.75,,,,,,
CIO.V,V-02535,Central Iron Ore Limited,TSXV,4222932.18,,,,,,
ZBNI.V,V-04649,ZEB Nickel Corp.,TSXV,4174044.75,,,,,,
MTX.V,V-01269,Metalex Ventures Ltd.,TSXV,4146718.77,,,,,,
CNT.TO,CEN0021,Century Global Commodities Corporation,TSX,4137191.975,,,,,,
GLD.V,V-01371,Gold Finder Resources Ltd.,TSXV,4126512.06,,,,,,
MT.V,V-02708,M3 Metals Corp.,TSXV,4109889.6,,,,,,
DOS.V,V-00557,Dios Exploration Inc.,TSXV,4057711.98,,,,,,
IN.V,V-04428,Infield Minerals Corp.,TSXV,4053670.005,,,,,,
IMR.V,V-00038,iMetal Resources Inc.,TSXV,4036106.8,,,,,,
KS.V,V-02288,Klondike Silver Corp.,TSXV,4033226.7,,,,,,
KBRA.V,V-05005,Kubera Gold Corp.,TSXV,4028606.4,,,,,,
ZLTO.V,V-04879,Bulgold Inc.,TSXV,3994430.715,,,,,,
TUK.V,V-01041,Tuktu Resources Ltd.,TSXV,3983453.22,,,,,,
OPW.V,V-03031,Opawica Explorations Inc.,TSXV,3933876.7,,,,,,
KIP.V,V-00016,Kiplin Metals Inc.,TSXV,3926548.78,,,,,,
KNOX.V,V-03860,Vault Strategic Mining Corp.,TSXV,3912061.175,,,,,,
SIEN.V,V-00895,Sienna Resources Inc.,TSXV,3901108.15,,,,,,
CBLT.V,V-02920,CBLT Inc.,TSXV,3858853.65,,,,,,
CAN.V,V-02390,Canadian Gold Resources Ltd.,TSXV,3840821.32,,,,,,
DCOP.V,V-00368,District Copper Corp.,TSXV,3793337.075,,,,,,
CYL.V,V-02013,Ceylon Graphite Corp.,TSXV,3765082.44,,,,,,
AME.V,V-00015,Abacus Mining & Exploration Corporation,TSXV,3749125.26,,,,,,
APX.V,V-01888,Apex Resources Inc.,TSXV,3746874.33,,,,,,
NL.V,V-01411,Northern Lion Gold Corp.,TSXV,3743465.0,,,,,,
BMV.V,V-02457,Bathurst Metals Corp.,TSXV,3736777.05,,,,,,
QMC.V,V-03734,QMC Quantum Minerals Corp.,TSXV,3642828.84,,,,,,
SRI.V,V-01835,Sparton Resources Inc.,TSXV,3634545.04,,,,,,
VTT.V,V-03661,Vendetta Mining Corp.,TSXV,3626890.57,,,,,,
RJX.V,V-01633,RJK Explorations Ltd.,TSXV,3622184.37,,,,,,
LSTR.V,V-04158,Lodestar Metals Corp.,TSXV,3606277.36,,,,,,
NVT.V,V-01400,Nortec Minerals Corp.,TSXV,3599899.25,,,,,,
APN.V,V-03720,Altiplano Metals Inc.,TSXV,3551236.88,,,,,,
PHD.V,V-04087,Providence Gold Mines Inc.,TSXV,3542536.6,,,,,,
ACS.V,V-00133,Archon Minerals Limited,TSXV,3537089.27,,,,,,
SUI.V,V-01896,Superior Mining International Corporation,TSXV,3526787.16,,,,,,
GLDN.V,V-03870,Golden Ridge Resources Ltd.,TSXV,3512479.2,,,,,,
CBI.V,V-00435,Colibri Resource Corporation,TSXV,3503267.5,,,,,,
KTRI.V,V-05011,Kootenay Resources Inc.,TSXV,3488116.48,,,,,,
SSE.V,V-01791,Silver Spruce Resources Inc.,TSXV,3389752.665,,,,,,
SPD.V,V-04191,Silver Predator Corp.,TSXV,3362120.775,,,,,,
GAMA.V,V-01247,Gamma Resources Ltd.,TSXV,3351389.195,,,,,,
GST.V,V-01289,Gold Strategy Inc.,TSXV,3340401.12,,,,,,
PNN.V,V-02429,Pambili Natural Resources Corporation,TSXV,3340164.355,,,,,,
PMX.V,V-01600,ProAm Explorations Corporation,TSXV,3298100.96,,,,,,
OLV.V,V-00142,Olivut Resources Ltd.,TSXV,3296124.44,,,,,,
BEM.V,V-01266,Brasnova Energy Materials Inc.,TSXV,3260618.41,,,,,,
AWM.V,V-00938,Angel Wing Metals Inc.,TSXV,3237977.85,,,,,,
MTH.V,V-03773,Mammoth Resources Corp.,TSXV,3196707.99,,,,,,
OSM.V,V-04413,Osiris One Metals Ltd.,TSXV,3120559.11,,,,,,
ORCL.V,V-05009,Oracle Commodity Holding Corp.,TSXV,3117406.2,,,,,,
ATOM.V,V-01679,Atomic Minerals Corporation,TSXV,3058765.57,,,,,,
AVU.V,V-02899,Avrupa Minerals Ltd.,TSXV,3042990.16,,,,,,
BEAR.V,V-00459,Big Bear Gold Corp.,TSXV,3023236.395,,,,,,
KIB.V,V-04899,Kiboko Gold Inc.,TSXV,3003649.075,,,,,,
CCD.V,V-00370,Cascadero Copper Corporation,TSXV,3001298.74,,,,,,
CONE.V,V-00115,Canada One Mining Corp.,TSXV,2978741.09,,,,,,
CTN.V,V-02420,Centurion Minerals Ltd.,TSXV,2951301.525,,,,,,
GEL.V,V-04786,Graphano Energy Ltd.,TSXV,2927916.18,,,,,,
CRB.V,V-02402,Cariboo Rose Resources Ltd.,TSXV,2901046.96,,,,,,
CELL.V,V-04120,Grid Battery Metals Inc.,TSXV,2900711.925,,,,,,
JJJJ.V,V-04775,J4 Ventures Resources Corp.,TSXV,2862300.0,,,,,,
ACDC.V,V-05013,AC/DC Battery Metals Inc.,TSXV,2853677.42,,,,,,
ALM.V,V-03928,Alliance Mining Corp.,TSXV,2844037.96,,,,,,
GCN.V,V-00816,Goldcliff Resource Corporation,TSXV,2829676.745,,,,,,
RNCH.V,V-00429,Ranchero Gold Corp.,TSXV,2825159.52,,,,,,
LUXR.V,V-5065,Luxor Metals Ltd.,TSXV,2791099.2,,,,,,
SKRR.V,V-04058,SKRR Exploration Inc.,TSXV,2760033.12,,,,,,
VENT.V,V-5095,Ventra Metals Corp.,TSXV,2749295.76,,,,,,
ANTL.V,V-04312,Antler Gold Inc.,TSXV,2724928.05,,,,,,
KGC.V,V-02658,Kestrel Gold Inc.,TSXV,2718025.65,,,,,,
WCU.V,V-02480,World Copper Ltd.,TSXV,2630310.67,,,,,,
KGS.V,V-02705,Kingman Minerals Ltd.,TSXV,2621251.26,,,,,,
AVG.V,V-04228,Avidian Gold Corp.,TSXV,2561410.08,,,,,,
IZZ.V,V-03827,International Prospect Ventures Ltd.,TSXV,2552425.47,,,,,,
QURI.V,V-04915,Quri-Mayu Developments Ltd.,TSXV,2535061.95,,,,,,
ULT.V,V-02272,Ultra Lithium Inc.,TSXV,2521430.265,,,,,,
CZZ.V,V-03667,Cleghorn Minerals Ltd.,TSXV,2515750.51,,,,,,
WLR.V,V-00302,Walker Lane Resources Ltd.,TSXV,2510057.965,,,,,,
OPHR.V,V-03731,Ophir Metals Corp.,TSXV,2497154.025,,,,,,
EGM.V,V-00752,Engold Mines Ltd.,TSXV,2482892.76,,,,,,
EAU.V,V-04454,Engineer Gold Mines Ltd.,TSXV,2479645.635,,,,,,
RMI.V,V-04412,Ridgestone Mining Inc.,TSXV,2448197.76,,,,,,
PAT.V,V-04097,Patterson Metals Corp.,TSXV,2417648.2,,,,,,
ADD.V,V-00135,Arctic Star Exploration Corp.,TSXV,2387103.7,,,,,,
BIGT.V,V-02009,Big Tree Carbon Inc.,TSXV,2386397.12,,,,,,
IMC.V,V-04714,Ibero Mining Corp.,TSXV,2381220.75,,,,,,
FG.V,V-02688,Falcon Gold Corp.,TSXV,2372455.08,,,,,,
RMO.V,V-00609,Rainy Mountain Royalty Corp.,TSXV,2362516.02,,,,,,
NAP.V,V-5108,Napoleon Resources Inc.,TSXV,2355000.0,,,,,,
AML.V,V-03095,Akwaaba Mining Ltd.,TSXV,2339694.72,,,,,,
SRQ.V,V-04980,SRQ Resources Inc.,TSXV,2304782.5,,,,,,
VRB.V,V-01423,VanadiumCorp Resource Inc.,TSXV,2243839.05,,,,,,
CUEX.V,V-04772,CopperEx Resources Corporation,TSXV,2228310.98,,,,,,
TORC.V,V-04650,TinOne Resources Inc.,TSXV,2189058.5,,,,,,
ALT.V,V-01024,Alturas Minerals Corp.,TSXV,2184482.145,,,,,,
GVR.V,V-01130,Grosvenor Resource Corporation,TSXV,2171045.24,,,,,,
PGX.V,V-02762,Prosper Gold Corp.,TSXV,2170258.475,,,,,,
GBML.V,V-04194,Global Battery Metals Ltd.,TSXV,2153819.415,,,,,,
CTG.V,V-04767,Centenario Gold Corp.,TSXV,2126657.94,,,,,,
ENRG.V,V-04399,New Energy Metals Corp.,TSXV,2078028.4,,,,,,
FMM.V,V-00740,Full Metal Minerals Ltd.,TSXV,2075935.96,,,,,,
FEX.V,V-00713,Fjordland Exploration Inc.,TSXV,2073388.275,,,,,,
GGX.V,V-03735,GGX Gold Corp.,TSXV,1919719.0,,,,,,
SHRP.V,V-04493,Sherpa II Holdings Corp.,TSXV,1901100.95,,,,,,
